Date,Canal,Category,SubCategory1,SubCategory2,Subcategory3,Marca,Modelo,SKU,UPC,Item,ItemCharacteristics,URLSKU,Image,Price,SalePrice,Shipment Cost,Sales Flag,Store ID,Store Name,Store Address,Stock,UPC WM,FinalPrice,Brand
,,Mascotas,Perro,Alimento Húmedo para Perro,,,,706460235937,,PEDIGREE LATA CARNE MOLIDA RES  625GR C/12,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/706460235937_01.webp,48.28,56,,,,,,19,,,PEDIGREE
,,Mascotas,Gato,Alimento Seco para Gato,,,,7506174514785,,Alimento para gato Whiskas Carne Original 500 GR,,,https://farmaciatepa.com.mx/FT/img/products/7506174514785_01.webp,33.88,39.3,,,,,,4,,,WHISKAS
,,Mascotas,Gato,Alimento Húmedo para Gato,,,,7501072209795,,Purina Felix Pavo 85 g,,,https://farmaciatepa.com.mx/FT/img/products/7501072209795_01.webp,8.62,10,,,,,,13,,,PURINA
,,Mascotas,Gato,Alimento Húmedo para Gato,,,,706460000665,,WHISKAS SOBRE ATUN 85GRS C24,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/706460000665_01.webp,9.57,11.1,,,,,,25,,,WHISKAS
,,Mascotas,Gato,Alimento Húmedo para Gato,,,,706460000672,,WHISKAS SOBRE PAVO 85GRC C/32,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/706460000672_01.webp,9.57,11.1,,,,,,29,,,WHISKAS
,,Mascotas,Gato,Alimento Húmedo para Gato,,,,706460000689,,WHISKAS SOBRE RES 85GRS C24,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/706460000689_01.webp,9.57,11.1,,,,,,33,,,WHISKAS
,,Mascotas,Gato,Alimento Húmedo para Gato,,,,706460000641,,WHISKAS SOBRE SOUFFLE  SALMON  85G C/32,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/706460000641_01.webp,9.57,11.1,,,,,,30,,,NA
,,Mascotas,Gato,Alimento Húmedo para Gato,,,,706460000658,,WHISKAS SOBRE SOUFFLE FILETE DE POLLO 85G C/32,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/706460000658_01.webp,9.57,11.1,,,,,,43,,,WHISKAS
,,Mascotas,Gato,Alimento Húmedo para Gato,,,,7506174504380,,Whiskas Sobre Souffle Pavo y Pollo 85 gr,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/7506174504380_01.webp,9.57,11.1,,,,,,37,,,WHISKAS
,,Hogar y Entretenimiento,Ferretería,Cerillos y Encendedores,,,,75036553,,Cerillos Clasicos Cajilla con 50pzs.,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/75036553_01.webp,1.98,2.3,,,,,,137,,,CLASICOS
,,Hogar y Entretenimiento,Ferretería,Focos,,,,7500464348135,,DL Lux Foco 6 w,,,https://farmaciatepa.com.mx/FT/img/products/7500464348135_01.webp,7.93,9.2,,,,,,0,,,DLLUX
,,Hogar y Entretenimiento,Ferretería,Pilas y Baterías,,,,041333001029,,Duracell AA Pilas c/4.,,,,72.59,84.2,,,,,,57,,,DURACELL
,,Hogar y Entretenimiento,Ferretería,Cerillos y Encendedores,,,,3086123397859,,Encendedor Big Maxi Bolsillo.,,,,18.02,20.9,,,,,,47,,,BIC
,,Hogar y Entretenimiento,Ferretería,Pilas y Baterías,,,,8888021206074,,Energizer Max AA Pilas c/1.,,,,13.97,16.21,,,,,,68,,,ENERGIZER
,,Hogar y Entretenimiento,Ferretería,Focos,,,,7503019277157,,Foco Ahorrador Etco 20W.,,,https://farmaciatepa.com.mx/FT/img/products/7503019277157_01.webp,24.22,28.1,,,,,,0,,,ETCO
,,Hogar y Entretenimiento,Ferretería,Focos,,,,5690215101804,,Foco Económico Ahorrador Alefco 36W,,,https://farmaciatepa.com.mx/FT/img/products/5690215101804_01.webp,23.19,26.9,,,,,,0,,,ALEFCO
,,Hogar y Entretenimiento,Ferretería,Cerillos y Encendedores,,,,7502236200023,,Somar Suero Nutritivo de Día 130 gr,,,https://farmaciatepa.com.mx/FT/img/products/7502236200023_01.webp,144.83,168,,,,,,9,,,SOMAR
,,Hogar y Entretenimiento,Ferretería,Focos,,,,7501668537820,,Tecno Lite Foco Led 5 W 2 Piezas,,,https://farmaciatepa.com.mx/FT/img/products/7501668537820_01.webp,31.03,35.99,,,,,,9,,,TECNO FOCO
,,Hogar y Entretenimiento,Ferretería,Focos,,,,7501668537240,,Tecno Lite Foco Led 8.5 W 3Piezas,,,https://farmaciatepa.com.mx/FT/img/products/7501668537240_01.webp,50.52,58.6,,,,,,1,,,TECNO FOCO
,,Pan y Tortillas,Pan Empacado,Pan de Caja,,,,7501030420859,,Bimbo Mantecadas con Chocolate 190 gr,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/7501030420859_01.webp,31.48,34,,,,,,7,,,BIMBO
,,Pan y Tortillas,Pan Empacado,Pan de Caja,,,,7501030409854,,Bimbo Nito Duo,,,,26.85,29,,,,,,39,,,BIMBO
,,Pan y Tortillas,Pan Empacado,Pan de Caja,,,,7503016962001,,FALTA INFO,,,https://farmaciatepa.com.mx/FT/img/products/7503016962001_01.webp,24,24,,,,,,-51,,,NA
,,Pan y Tortillas,Pan Empacado,Pan de Caja,,,,7503016962018,,FALTA INFO,,,,24,24,,,,,,24,,,NA
,,Pan y Tortillas,Pan Empacado,Pan de Caja,,,,7503016962025,,FALTA INFO,,,https://farmaciatepa.com.mx/FT/img/products/7503016962025_01.webp,24,24,,,,,,121,,,NA
,,Pan y Tortillas,Pan Empacado,Pan de Caja,,,,7500478024650,,Gamesa Galletas Flipy 45 gr,,,https://farmaciatepa.com.mx/FT/img/products/7500478024650_01.webp,11.12,12.01,,,,,,44,,,GAMESA
,,Pan y Tortillas,Pan Empacado,Pan de Caja,,,,700083710611,,LA ALTEÑA PAN INTEGRAL 750GRS,,,,45,45,,,,,,15,,,LA ALTEÑA
,,Pan y Tortillas,Pan Empacado,Pan de Caja,,,,7501030490937,,Marinela Canelitas Tubo 180 gr,,,,29.63,32,,,,,,0,,,MARINELA
,,Pan y Tortillas,Pan Empacado,Pan de Caja,,,,7501000375295,,Pan Oroweat 12 granos 680 gr,,,,83,83,,,,,,36,,,OROWEAT
,,Carnes y Pescados,Pescados y Mariscos,Camarones,,,,CABM,,Camaron Intromar 1 Kg,,,,192.6,192.6,,,,,,71.53,,,INTROMAR
,,Carnes y Pescados,Pescados y Mariscos,Mariscos,,,,048526015078,,Nuby Biberon Diego Go  5oz,,,https://farmaciatepa.com.mx/FT/img/products/048526015078_01.webp,16.38,19,,,,,,5,,,NUBY
,,Salchichería y Lácteos,Carnes Frías,Jamón de Pavo y Salchicha de Pavo,,,,7501182300443,,CORONA JAMON DE PAVO 1 KG,,,https://farmaciatepa.com.mx/FT/img/products/7501182300443_01.webp,217.7,217.7,,,,,,23.54,,,CORONA
,,Salchichería y Lácteos,Carnes Frías,Embutidos,,,,7501182300016,,Corona Jamon de Pierna  y Cerdo Horneada,,,,213,213,,,,,,35.97,,,CORONA
,,Salchichería y Lácteos,Carnes Frías,Jamón de Pavo y Salchicha de Pavo,,,,7501182300221,,Corona Pechuga de Pavo 1 Kg,,,https://farmaciatepa.com.mx/FT/img/products/7501182300221_01.webp,334.9,334.9,,,,,,29.8,,,CORONA
,,Salchichería y Lácteos,Carnes Frías,Embutidos,,,,7501182300061,,CORONA QUESO DE PUERCO 1 KG,,,,156.9,156.9,,,,,,9.64,,,CORONA
,,Salchichería y Lácteos,Carnes Frías,Jamón de Pavo y Salchicha de Pavo,,,,7501182300238,,Corona Salchicha de Pavo 500 gr.,,,,56.2,56.2,,,,,,11,,,CORONA
,,Salchichería y Lácteos,Carnes Frías,Embutidos,,,,7501182300092,,Corona Salchicha Viena 500 gr.,,,,49.2,49.2,,,,,,16,,,CORONA
,,Salchichería y Lácteos,Carnes Frías,Embutidos,,,,7501182300351,,Corona Tocino Ahumado Rebanado 250 gr.,,,,62.5,62.5,,,,,,6,,,CORONA
,,Salchichería y Lácteos,Carnes Frías,Embutidos,,,,964,,EL CHAPARRAL CHICHARRON PRENSADO 1 KG,,,https://farmaciatepa.com.mx/FT/img/products/964_01.webp,179,179,,,,,,32.41,,,EL CHAPARRAL
,,Salchichería y Lácteos,Carnes Frías,Embutidos,,,,CH8,,EL CHAPARRAL LONGANIZA 1 KG,,,,101,101,,,,,,44.28,,,El CHAPARRAL
,,Salchichería y Lácteos,Carnes Frías,Embutidos,,,,CH18,,EL CHAPARRAL QUESO DE PUERCO,,,,93,93,,,,,,72.26,,,EL CUATRO
,,Salchichería y Lácteos,Carnes Frías,Embutidos,,,,7503023500036,,El Mexicano  Cuero de Cerdo 1 kg,,,,32.23,32.23,,,,,,21,,,EL MEXICANO
,,Salchichería y Lácteos,Carnes Frías,Embutidos,,,,7501182300795,,FALTA INFO,,,,32.31,32.31,,,,,,35,,,CORONA
,,Salchichería y Lácteos,Carnes Frías,Embutidos,,,,69,,FALTA INFO,,,,96.5,96.5,,,,,,5.35,,,NA
,,Salchichería y Lácteos,Carnes Frías,Jamón de Pavo y Salchicha de Pavo,,,,7501040001161,,FUD Jamón Pechuga de Pavo 250 gr,,,https://farmaciatepa.com.mx/FT/img/products/7501040001161_01.webp,75,75,,,,,,9,,,FUD
,,Salchichería y Lácteos,Carnes Frías,Embutidos,,,,68,,FUD Jamón Virginia de Pavo a Granel,,,,157,157,,,,,,9.25,,,FUD
,,Salchichería y Lácteos,Carnes Frías,Embutidos,,,,7501055358892,,Fuzze Tea 600 ml Te Verde con Limón,,,https://farmaciatepa.com.mx/FT/img/products/7501055358892_01.webp,20.94,20.94,,,,,,6,,,FUZZE
,,Salchichería y Lácteos,Carnes Frías,Embutidos,,,,7410261500165,,Rizo Carne al Pastor 400 gr,,,,119.5,119.5,,,,,,22,,,RIZO
,,Salchichería y Lácteos,Carnes Frías,Embutidos,,,,7410261609233,,Rizo Carne al Pastor 800 gr,,,,216,216,,,,,,28,,,RIZO
,,Salchichería y Lácteos,Huevo,Huevo,,,,145869,,Huevo fresco,,,,1.8,1.8,,,,,,1724,,,GRANEL
,,Salchichería y Lácteos,Huevo,Huevo,,,,7502232251715,,San Juan Claras de Huevo 500 g,,,https://farmaciatepa.com.mx/FT/img/products/7502232251715_01.webp,29.5,29.5,,,,,,-3,,,SAN JUAN
,,Salchichería y Lácteos,Queso,Queso Fresco,,,,7503020430763,,El Cuatro Queso  Cheddar 400 gr Rallado,,,https://farmaciatepa.com.mx/FT/img/products/7503020430763_01.webp,90.5,90.5,,,,,,52,,,EL CUATRO
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,7503020430275,,El Cuatro Queso  Cheddar Rallado 1 kg,,,https://farmaciatepa.com.mx/FT/img/products/7503020430275_01.webp,179.5,179.5,,,,,,25,,,EL CUATRO
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,7503020430428,,El Cuatro Queso Cheddar 300 gr,,,,46.8,46.8,,,,,,0,,,EL CUATRO
,,Salchichería y Lácteos,Queso,Queso Fresco,,,,7503020430268,,El Cuatro Queso Manchego Rallado 1 Kgr.,,,https://farmaciatepa.com.mx/FT/img/products/7503020430268_01.webp,179,179,,,,,,60.4,,,EL CUATRO
,,Salchichería y Lácteos,Queso,Queso Fresco,,,,7503020430671,,El Cuatro Queso Manchego Rallado 450 gr,,,https://farmaciatepa.com.mx/FT/img/products/7503020430671_01.webp,93,93,,,,,,76,,,EL CUATRO
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,7503020430374,,El Cuatro Queso Manchego Rallado 500 gr,,,,60,60,,,,,,0,,,EL CUATRO
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,6999,,EL PESEBRE QUESO ADOBERA,,,https://farmaciatepa.com.mx/FT/img/products/6999_01.webp,69,69,,,,,,17,,,EL PESEBRE
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,6998,,EL PESEBRE QUESO FRESCO,,,https://farmaciatepa.com.mx/FT/img/products/6998_01.webp,54.9,54.9,,,,,,19,,,EL PESEBRE
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,6996,,EL PESEBRE QUESO FRESCO CHICO,,,https://farmaciatepa.com.mx/FT/img/products/6996_01.webp,21.5,21.5,,,,,,24,,,EL PESEBRE
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,46987,,FALTA INFO,,,,46.7,46.7,,,,,,-6,,,NA
,,Salchichería y Lácteos,Queso,Queso Fresco,,,,7503025367293,,FALTA INFO,,,,226,226,,,,,,15,,,QUESO NAVARRO
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,26889,,Franja Queso Amarillo,,,,1.7,1.7,,,,,,0,,,FRANJA
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,26890,,Franja Queso Blanco 1 C/U,,,,1.7,1.7,,,,,,108,,,FRANJA
,,Salchichería y Lácteos,Queso,Queso Americano,,,,7501040083808,,FUD Queso Americano 180 gr,,,https://farmaciatepa.com.mx/FT/img/products/7501040083808_01.webp,37.2,37.2,,,,,,17,,,FUD
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,7503005741396,,La Alteña Queso Adobera 240 gr,,,https://farmaciatepa.com.mx/FT/img/products/7503005741396_01.webp,42.7,42.7,,,,,,24,,,LA ALTEÑA
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,7503005741051,,La Alteña Queso Adobera 500 gr,,,https://farmaciatepa.com.mx/FT/img/products/7503005741051_01.webp,83.6,83.6,,,,,,52,,,LA ALTEÑA
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,253,,La Alteña Queso Mozarella,,,,163.5,163.5,,,,,,51.71,,,LA ALTEÑA
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,7501040081477,,La Villita Queso Americano 175 gr,,,https://farmaciatepa.com.mx/FT/img/products/7501040081477_01.webp,29.9,29.9,,,,,,42,,,LA VILLITA
,,Salchichería y Lácteos,Queso,Queso Fresco,,,,7501020513295,,Lala Cottage 350 gr,,,https://farmaciatepa.com.mx/FT/img/products/7501020513295_01.webp,62.5,62.5,,,,,,10,,,LALA
,,Salchichería y Lácteos,Queso,Queso Americano,,,,7501020557107,,Lala Queso Crema 190 gr,,,https://farmaciatepa.com.mx/FT/img/products/7501020557107_01.webp,38.54,38.54,,,,,,11,,,LALA
,,Salchichería y Lácteos,Queso,Queso Fresco,,,,7501020556964,,Leche Lala Yomi Chocolate Slim 190 ml,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/7501020556964_01.webp,10.5,10.5,,,,,,6,,,LALA
,,Salchichería y Lácteos,Queso,Queso Fresco,,,,7501020556971,,Leche Lala Yomi Fresa Slim 190 ml,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/7501020556971_01.webp,11.2,11.2,,,,,,2,,,LALA
,,Salchichería y Lácteos,Queso,Queso Fresco,,,,7501020556988,,Leche Lala Yomi Vainilla Slim 190 ml,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/7501020556988_01.webp,11.2,11.2,,,,,,0,,,LALA
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,7501020515299,,Media Crema Lala 250 ml,,,https://farmaciatepa.com.mx/FT/img/products/7501020515299_01.webp,21.63,21.63,,,,,,48,,,LALA
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,7501020514315,,Natilla Lala Vainilla 125gr.,,,https://farmaciatepa.com.mx/FT/img/products/7501020514315_01.webp,11.63,11.63,,,,,,27,,,LALA
,,Salchichería y Lácteos,Queso,Queso Fresco,,,,7503012301194,,Prolea Queso Adobera 500 gr,,,https://farmaciatepa.com.mx/FT/img/products/7503012301194_01.webp,94,94,,,,,,17,,,PROLEA
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,7503012301484,,Prolea Queso Oaxaca 500 gr,,,https://farmaciatepa.com.mx/FT/img/products/7503012301484_01.webp,92.5,92.5,,,,,,38,,,PROLEA
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,7959,,Prolea Queso Panela 250 gr,,,https://farmaciatepa.com.mx/FT/img/products/7959_01.webp,47.5,47.5,,,,,,28,,,PROLEA
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,7503012301316,,Prolea Queso Panela 500 gr,,,https://farmaciatepa.com.mx/FT/img/products/7503012301316_01.webp,84.4,84.4,,,,,,36,,,PROLEA
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,7501020564082,,Queso Americano Nutri 8pzs.,,,https://farmaciatepa.com.mx/FT/img/products/7501020564082_01.webp,25.33,25.33,,,,,,1,,,NUTRI
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,7501020537383,,Queso Lala Americano 8pzs.,,,https://farmaciatepa.com.mx/FT/img/products/7501020537383_01.webp,33.5,33.5,,,,,,12,,,LALA
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,7501020537390,,Queso Lala Manchego 144gr con 8pzs.,,,https://farmaciatepa.com.mx/FT/img/products/7501020537390_01.webp,35.5,35.5,,,,,,7,,,LALA
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,7503004748457,,Queso Navarro Adobera 200 gr,,,https://farmaciatepa.com.mx/FT/img/products/7503004748457_01.webp,47,47,,,,,,9,,,QUESO NAVARRO
,,Salchichería y Lácteos,Queso,Queso Fresco,,,,7503004748464,,Queso Navarro Adobera 400 gr,,,https://farmaciatepa.com.mx/FT/img/products/7503004748464_01.webp,90.5,90.5,,,,,,38,,,QUESO NAVARRO
,,Salchichería y Lácteos,Queso,Queso Americano,,,,7503004748037,,Queso Navarro Amarillo 180 gr,,,https://farmaciatepa.com.mx/FT/img/products/7503004748037_01.webp,39.5,39.5,,,,,,54,,,QUESO NAVARRO
,,Salchichería y Lácteos,Queso,Queso Fresco,,,,7503004748013,,Queso Navarro cheddar 1 Kg,,,https://farmaciatepa.com.mx/FT/img/products/7503004748013_01.webp,213,213,,,,,,35,,,QUESO NAVARRO
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,7503004748174,,Queso Navarro Cheddar 300 gr,,,https://farmaciatepa.com.mx/FT/img/products/7503004748174_01.webp,84,84,,,,,,14,,,QUESO NAVARRO
,,Salchichería y Lácteos,Queso,Queso Fresco,,,,7503004748396,,Queso Navarro Cheddar 400 gr,,,https://farmaciatepa.com.mx/FT/img/products/7503004748396_01.webp,96,96,,,,,,18,,,QUESO NAVARRO
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,7503004748402,,Queso Navarro Manchego 400 gr,,,https://farmaciatepa.com.mx/FT/img/products/7503004748402_01.webp,96,96,,,,,,-5,,,QUESO NAVARRO
,,Salchichería y Lácteos,Queso,Queso Fresco,,,,7503004748440,,Queso Navarro Manchego Rallado 300 gr,,,https://farmaciatepa.com.mx/FT/img/products/7503004748440_01.webp,84,84,,,,,,29,,,QUESO NAVARRO
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,7503004748488,,Queso Navarro Panela 400 gr,,,https://farmaciatepa.com.mx/FT/img/products/7503004748488_01.webp,81,81,,,,,,9,,,QUESO NAVARRO
,,Salchichería y Lácteos,Queso,Queso Fresco,,,,7503004748143,,Queso Navarro Panela 750 gr,,,,133,133,,,,,,2,,,QUESO NAVARRO
,,Salchichería y Lácteos,Queso,Otros Quesos,,,,7503004748310,,Queso Parmesano Navarro 85gr.,,,https://farmaciatepa.com.mx/FT/img/products/7503004748310_01.webp,60,60,,,,,,38,,,NAVARRO
,,Refrigerados,Postres Refrigerados,Gelatinas,,,,69860,,FALTA INFO,,,,19.2,19.2,,,,,,79,,,NA
,,Refrigerados,Postres Refrigerados,Gelatinas,,,,75019280,,Yoplait Flan Horneado 100 gr,,,https://farmaciatepa.com.mx/FT/img/products/75019280_01.webp,8.9,8.9,,,,,,5,,,YOPLAIT
,,Bebidas,Tés y Concentrados,Saborizantes de Agua,,,,7503005293048,,Horchata en Polvo Xelha Instantánea Coco 250gr.,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/7503005293048_01.webp,20.26,23.5,,,,,,13,,,XELHA
,,Bebidas,Tés y Concentrados,Saborizantes de Agua,,,,7503005293017,,Horchata en Polvo Xelha Instantánea Natural 250gr.,,,,20.17,23.4,,,,,,11,,,XELHA
,,Bebidas,Tés y Concentrados,Saborizantes de Agua,,,,7503005293031,,Horchata en Polvo Xelha Instantánea Piña Colada 250gr.,,,https://farmaciatepa.com.mx/FT/img/products/7503005293031_01.webp,20.26,23.5,,,,,,9,,,XELHA
,,Bebidas,Tés y Concentrados,Saborizantes de Agua,,,,7503020347504,,La Romerita Concentrado Horchata Coco 250 ml,,,https://farmaciatepa.com.mx/FT/img/products/7503020347504_01.webp,33.24,35.9,,,,,,7,,,LA ROMERITA
,,Bebidas,Tés y Concentrados,Saborizantes de Agua,,,,7501200482335,,Pronto Gelatina Light Sabor Limón 25 g,,,https://farmaciatepa.com.mx/FT/img/products/7501200482335_01.webp,12.4,12.4,,,,,,20,,,PRONTO
,,Bebidas,Tés y Concentrados,Saborizantes de Agua,,,,7501200482359,,Pronto Gelatina Light Sabor Piña 25 g,,,https://farmaciatepa.com.mx/FT/img/products/7501200482359_01.webp,12.4,12.4,,,,,,11,,,PRONTO
,,Bebidas,Tés y Concentrados,Saborizantes de Agua,,,,7503005293024,,Xelha Horchata con Fresa en Polvo 250 gr,,,https://farmaciatepa.com.mx/FT/img/products/7503005293024_01.webp,20.26,23.5,,,,,,7,,,XELHA
,,Bebidas,Tés y Concentrados,Saborizantes de Agua,,,,7503005293154,,Xelha Horchata en Polvo 1 Kg,,,https://farmaciatepa.com.mx/FT/img/products/7503005293154_01.webp,81.64,94.7,,,,,,5,,,XELHA
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501055304653,,Bebida de Fruta Delaware Punch Uva 600ml.,,,https://farmaciatepa.com.mx/FT/img/products/7501055304653_01.webp,16.81,19.5,,,,,,21,,,COCA COLA
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,014800515305,,Clamato con Almeja Lata 163 ml,,,https://farmaciatepa.com.mx/FT/img/products/014800515305_01.webp,12.8,12.8,,,,,,0,,,CLAMATO
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501055328345,,Coca Cola 400 ml,,,https://farmaciatepa.com.mx/FT/img/products/7501055328345_01.webp,12.07,14,,,,,,267,,,COCA COLA
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501055307678,,Coca Cola Fanta 250 ml,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/7501055307678_01.webp,9.83,11.4,,,,,,36,,,FANTA
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,75009809,,Coca Cola Refresco 500 Ml,,,https://farmaciatepa.com.mx/FT/img/products/75009809_01.webp,15.64,18.14,,,,,,121,,,COCA COLA
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501055303779,,Fanta Refresco 600 ml,,,https://farmaciatepa.com.mx/FT/img/products/7501055303779_01.webp,18.36,21.3,,,,,,28,,,COCA COLA
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501055350650,,Fuze Tea Sabor Té Verde Mango Manzanilla 600 ml,,,https://farmaciatepa.com.mx/FT/img/products/7501055350650_01.webp,22.5,22.5,,,,,,13,,,FUZE TEA
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501073841345,,Limonada Peñafiel Limón 355 ML,,,https://farmaciatepa.com.mx/FT/img/products/7501073841345_01.webp,11.9,13.8,,,,,,22,,,PEÑAFIEL
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501055339983,,Mundet Sidral 600 ml,,,https://farmaciatepa.com.mx/FT/img/products/7501055339983_01.webp,18.53,21.49,,,,,,19,,,MUNDET
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501073831964,,Peñafiel Fresa 2 Litros,,,https://farmaciatepa.com.mx/FT/img/products/7501073831964_01.webp,28.62,33.2,,,,,,8,,,PEÑAFIEL
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501073839892,,Peñafiel Limonada 2 Litros,,,https://farmaciatepa.com.mx/FT/img/products/7501073839892_01.webp,29.05,33.7,,,,,,8,,,PEÑAFIEL
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501073831957,,Peñafiel Mandarina 2 Litros,,,https://farmaciatepa.com.mx/FT/img/products/7501073831957_01.webp,28.62,33.2,,,,,,9,,,PEÑAFIEL
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501073831162,,Peñafiel Mandarina 355 ml,,,,11.9,13.8,,,,,,12,,,PEÑAFIEL
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501073831896,,Peñafiel Mandarina 600 ml,,,https://farmaciatepa.com.mx/FT/img/products/7501073831896_01.webp,15.95,18.5,,,,,,26,,,PEÑAFIEL
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501073839861,,Peñafiel Naranjada 2 Litros,,,https://farmaciatepa.com.mx/FT/img/products/7501073839861_01.webp,29.05,33.7,,,,,,10,,,PEÑAFIEL
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501073839854,,Peñafiel Naranjada 600 ml,,,https://farmaciatepa.com.mx/FT/img/products/7501073839854_01.webp,15.95,18.5,,,,,,6,,,PEÑAFIEL
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501073840942,,PEÑAFIEL TORONJA 2 L,,,https://farmaciatepa.com.mx/FT/img/products/7501073840942_01.webp,29.05,33.7,,,,,,9,,,PEÑAFIEL
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501022013885,,Pepsi 7Up Refresco 400 ml,,,https://farmaciatepa.com.mx/FT/img/products/7501022013885_01.webp,12.24,14.2,,,,,,48,,,PEPSI
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501022014585,,Pepsi 7Up Refresco 600 ml,,,https://farmaciatepa.com.mx/FT/img/products/7501022014585_01.webp,16.29,18.9,,,,,,32,,,PEPSI
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501022013861,,Pepsi Cola Black Sin Azúcar 350 ml,,,https://farmaciatepa.com.mx/FT/img/products/7501022013861_01.webp,9.83,11.4,,,,,,42,,,PEPSI
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501022014257,,Pepsi Kick Cafeína 500 ml,,,,13.88,16.1,,,,,,14,,,PEPSI
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501031302802,,Pepsi Manzanita Sol 400 ml,,,https://farmaciatepa.com.mx/FT/img/products/7501031302802_01.webp,12.24,14.2,,,,,,0,,,PEPSI
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501031360024,,Pepsi Manzanita Sol 600 ml,,,https://farmaciatepa.com.mx/FT/img/products/7501031360024_01.webp,16.29,18.9,,,,,,0,,,PEPSI
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501031311682,,Pepsi Refresco 1.5 L,,,,20.34,23.59,,,,,,20,,,PEPSI
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501031310258,,Pepsi Refresco 2.5 L,,,https://farmaciatepa.com.mx/FT/img/products/7501031310258_01.webp,32.59,37.8,,,,,,1,,,PEPSI
,,Bebidas,Refrescos,Refresco de Varios Sabores,,,,7501031311606,,Pepsi Refresco 2L,,,,32.59,37.8,,,,,,11,,,PEPSI
