Date,Canal,Category,SubCategory1,SubCategory2,Subcategory3,Marca,Modelo,SKU,UPC,Item,ItemCharacteristics,URLSKU,Image,Price,SalePrice,Shipment Cost,Sales Flag,Store ID,Store Name,Store Address,Stock,UPC WM,FinalPrice,Brand
,,Bebidas,Agua,Agua Saborizada,,,,070847035916,,MONSTER ENERGY BEBIDA 473ML VERDE,,,https://farmaciatepa.com.mx/FT/img/products/070847035916_01.webp,37.24,43.2,,,,,,27,,,MONSTER
,,Bebidas,Agua,Agua Saborizada,,,,7501055332083,,Néctar Del Valle Antioxidante Manzana y Arándano 1L.,,,,34.7,34.7,,,,,,38,,,DEL VALLE
,,Bebidas,Agua,Agua Saborizada,,,,7501055332090,,Néctar Del Valle Antioxidante Manzana y Granada 1L.,,,https://farmaciatepa.com.mx/FT/img/products/7501055332090_01.webp,34.7,34.7,,,,,,7,,,DEL VALLE
,,Bebidas,Agua,Agua Mineral y Tónica,,,,7501073800908,,Peñafiel Agua Mineral 2 L,,,https://farmaciatepa.com.mx/FT/img/products/7501073800908_01.webp,23.28,27,,,,,,15,,,PEÑAFIEL
,,Bebidas,Agua,Agua Mineral y Tónica,,,,7501073830509,,PEÑAFIEL AGUA MINERAL 600 ML,,,https://farmaciatepa.com.mx/FT/img/products/7501073830509_01.webp,13.79,16,,,,,,16,,,PEÑAFIEL
,,Bebidas,Agua,Agua Mineral y Tónica,,,,7501073840843,,Peñafiel Agua Mineral Sifon 1.75 L,,,https://farmaciatepa.com.mx/FT/img/products/7501073840843_01.webp,25.78,29.9,,,,,,7,,,PEÑAFIEL
,,Bebidas,Agua,Agua Mineral y Tónica,,,,7501073831469,,Peñafiel Twist Limón 600 ml,,,https://farmaciatepa.com.mx/FT/img/products/7501073831469_01.webp,15.95,18.5,,,,,,5,,,PEÑAFIEL
,,Bebidas,Agua,Agua Mineral y Tónica,,,,744886393053,,SKARSH AGUA MINERAL 2L,,,https://farmaciatepa.com.mx/FT/img/products/744886393053_01.webp,21.98,25.5,,,,,,23,,,NA
,,Bebidas,Agua,Agua Saborizada,,,,7501011350687,,Splash Jugo V8 Moras 500 ml,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/7501011350687_01.webp,21.5,21.5,,,,,,7,,,SPLASH
,,Bebidas,Agua,Agua Saborizada,,,,7501011350694,,Splash Jugo V8 Strawberry Kiwi 500 ml,,,https://farmaciatepa.com.mx/FT/img/products/7501011350694_01.webp,21.5,21.5,,,,,,12,,,SPLASH
,,Bebidas,Agua,Agua Saborizada,,,,7501071120190,,Squirt Refresco de Toronja 1 L,,,,20.26,23.5,,,,,,16,,,SQUIRT
,,Bebidas,Agua,Agua Saborizada,,,,7501071121517,,Squirt Refresco de Toronja 300 ml,,,https://farmaciatepa.com.mx/FT/img/products/7501071121517_01.webp,8.61,9.99,,,,,,-1,,,SQUIRT
,,Bebidas,Agua,Agua Saborizada,,,,7501071120183,,Squirt Refresco de Toronja 600 ml,,,,14.35,16.65,,,,,,17,,,SQUIRT
,,Bebidas,Agua,Agua Saborizada,,,,650240035395,,SUEROX 8IONES COCO 630ML C/12,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/650240035395_01.webp,14.22,16.5,,,,,,33,,,GENOMMA LAB
,,Bebidas,Agua,Agua Saborizada,,,,650240032264,,SUEROX 8IONES FRESA KIWI  630ML C/12,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/650240032264_01.webp,14.22,16.5,,,,,,28,,,GENOMMA LAB
,,Bebidas,Agua,Agua Saborizada,,,,650240032325,,SUEROX 8IONES LIMA LIMON 630ML C/12,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/650240032325_01.webp,14.22,16.5,,,,,,22,,,GENOMMA LAB
,,Bebidas,Agua,Agua Saborizada,,,,650240032257,,SUEROX 8IONES MANZANA 630ML C/12,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/650240032257_01.webp,14.22,16.5,,,,,,49,,,GENOMMA LAB
,,Bebidas,Agua,Agua Saborizada,,,,650240032295,,SUEROX 8IONES MORA AZUL-HIERBABUENA  630ML C/12,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/650240032295_01.webp,14.22,16.5,,,,,,22,,,GENOMMA LAB
,,Bebidas,Agua,Agua Saborizada,,,,650240032301,,SUEROX 8IONES NARANJA MANDARINA 630ML C/12,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/650240032301_01.webp,14.22,16.5,,,,,,36,,,GENOMMA LAB
,,Bebidas,Agua,Agua Saborizada,,,,650240032271,,SUEROX 8IONES UVA 630ML C/12,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/650240032271_01.webp,14.22,16.5,,,,,,52,,,GENOMMA LAB
,,Bebidas,Agua,Agua Saborizada,,,,7501033954061,,Suplemento Alimenticio Ensure Chocolate Líquido 237ml.,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/7501033954061_01.webp,39.83,46.2,,,,,,30,,,ENSURE
,,Bebidas,Agua,Agua Saborizada,,,,095188008856,,TAMPICO CITRUS NARANJADA 1.89 L,,,https://farmaciatepa.com.mx/FT/img/products/095188008856_01.webp,31,31,,,,,,0,,,TAMPICO
,,Bebidas,Agua,Agua Mineral y Tónica,,,,021136010480,,Topo Chico Agua Mineral 1.5 L,,,https://farmaciatepa.com.mx/FT/img/products/021136010480_01.webp,25.52,29.6,,,,,,19,,,TOPO CHICO
,,Bebidas,Agua,Agua Mineral y Tónica,,,,021136010541,,Topo Chico Agua Mineral 600 ml,,,https://farmaciatepa.com.mx/FT/img/products/021136010541_01.webp,20.09,23.3,,,,,,26,,,TOPO CHICO
,,Bebidas,Agua,Agua Saborizada,,,,7506192506816,,VITALOE BEBIDA 320 ML,,,https://farmaciatepa.com.mx/FT/img/products/7506192506816_01.webp,13.71,15.9,,,,,,78,,,VITALOE
,,Bebidas,Agua,Agua Saborizada,,,,7506192507561,,Vitaloe Bebida 500 ml,,,https://farmaciatepa.com.mx/FT/img/products/7506192507561_01.webp,18.1,21,,,,,,29,,,VITALOE
,,Bebidas,Agua,Agua Saborizada,,,,7506192506854,,Vive 100 % 300 ml,,,https://farmaciatepa.com.mx/FT/img/products/7506192506854_01.webp,9.48,11,,,,,,0,,,VIVE 100
,,Bebidas,Agua,Agua Saborizada,,,,7506192505918,,Vive 100 % 500 ml,,,https://farmaciatepa.com.mx/FT/img/products/7506192505918_01.webp,12.76,14.8,,,,,,15,,,VIVE 100
,,Bebidas,Agua,Agua Saborizada,,,,744886227440,,ZUBBA JUGO DE UVA 300ML C/24,,,https://farmaciatepa.com.mx/FT/img/products/744886227440_01.webp,7.76,9,,,,,,0,,,NA
,,Vinos y Licores,Cervezas y Coolers,Artesanal,,,,7501061651024,,Carta Blanca Cerveza Familiar 1.2 Lt,,,https://farmaciatepa.com.mx/FT/img/products/7501061651024_01.webp,31.03,35.99,,,,,,58,,,CARTA BLANCA
,,Vinos y Licores,Cervezas y Coolers,Artesanal,,,,7503028412587,,Carta Blanca Cerveza Familiar 473 ml,,,https://farmaciatepa.com.mx/FT/img/products/7503028412587_01.webp,16.38,19,,,,,,18,,,CARTA BLANCA
,,Vinos y Licores,Cervezas y Coolers,Artesanal,,,,7501061640028,,Cerveza Bohemia Clara Botella 355ml.,,,,21.12,24.5,,,,,,27,,,BOHEMIA
,,Vinos y Licores,Cervezas y Coolers,Artesanal,,,,7501061625032,,Cerveza Bohemia Oscura Botella 355ml.,,,https://farmaciatepa.com.mx/FT/img/products/7501061625032_01.webp,21.12,24.5,,,,,,1,,,BOHEMIA
,,Vinos y Licores,Cervezas y Coolers,Artesanal,,,,7503024416442,,Cerveza Caguamita Carta Blanca Lata 300ml.,,,,12.07,14,,,,,,45,,,CARTA BLANCA
,,Vinos y Licores,Cervezas y Coolers,Artesanal,,,,7501049912284,,Cerveza Clara Dos Equis Lager Lata 473ml.,,,https://farmaciatepa.com.mx/FT/img/products/7501049912284_01.webp,19.83,23,,,,,,68,,,DOS EQUIS
,,Vinos y Licores,Cervezas y Coolers,Artesanal,,,,7501049999261,,Cerveza Heineken Premium 355ml.,,,https://farmaciatepa.com.mx/FT/img/products/7501049999261_01.webp,22.5,26.1,,,,,,0,,,HEINEKEN
,,Vinos y Licores,Cervezas y Coolers,Artesanal,,,,7501049999360,,Cerveza Heineken Premium Lata 473ml.,,,https://farmaciatepa.com.mx/FT/img/products/7501049999360_01.webp,23.02,26.7,,,,,,-4,,,HEINEKEN
,,Vinos y Licores,Cervezas y Coolers,Artesanal,,,,7501061696988,,Cerveza Indio Lata 473ml.,,,,15.95,18.5,,,,,,41,,,INDIO
,,Vinos y Licores,Cervezas y Coolers,Artesanal,,,,7503024416220,,Cerveza Miller High Life Lata 710ml.,,,https://farmaciatepa.com.mx/FT/img/products/7503024416220_01.webp,33.62,39,,,,,,1,,,MILLER
,,Vinos y Licores,Cervezas y Coolers,Artesanal,,,,7503024416510,,Cerveza sin Alcohol Heineken 0.0 Lata 355 ml,,,https://farmaciatepa.com.mx/FT/img/products/7503024416510_01.webp,15.52,18,,,,,,1,,,HEINEKEN
,,Vinos y Licores,Cervezas y Coolers,Artesanal,,,,7501049967062,,Sol Cerveza Clamato 473 ml,,,https://farmaciatepa.com.mx/FT/img/products/7501049967062_01.webp,19.83,23,,,,,,135,,,SOL
,,Vinos y Licores,Cervezas y Coolers,Artesanal,,,,7503024416817,,Tecate Ambar Lata 473 ml,,,https://farmaciatepa.com.mx/FT/img/products/7503024416817_01.webp,15.95,18.5,,,,,,1,,,TECATE
,,Vinos y Licores,Cervezas y Coolers,Artesanal,,,,089826001415,,TECATE ORIGINAL LATA 473ML C/24,,,https://farmaciatepa.com.mx/FT/img/products/089826001415_01.webp,15.95,18.5,,,,,,41,,,TECATE
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7622210267818,,Adams Halls Caramelo Menta 25.2 gr,,,https://farmaciatepa.com.mx/FT/img/products/7622210267818_01.webp,9.72,10.5,,,,,,65,,,HALLS
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7500463279607,,Amarea Oblea de Amaranto 50 gr,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/7500463279607_01.webp,35.19,38.01,,,,,,21,,,AMAREA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7500463279614,,Amarea Oblea de Matcha 50 gr,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/7500463279614_01.webp,35.19,38.01,,,,,,23,,,AMAREA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7500463279638,,Amarea Oblea de Pink Chai 50 g,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/7500463279638_01.webp,35.19,38.01,,,,,,-197,,,AMAREA
,,Abarrotes,Dulces y Chocolates,Chocolates,,,,724804003073,,BATICHOCO CHOCOLATE 300G C/24,,,https://farmaciatepa.com.mx/FT/img/products/724804003073_01.webp,32.59,35.2,,,,,,0,,,BATICHOCO
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,714706908712,,BRONCO FRESH 66G CARAMELO MIEL-LIMON,,,https://farmaciatepa.com.mx/FT/img/products/714706908712_01.webp,23.7,25.6,,,,,,0,,,BRONCOLIN
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,714706908705,,BRONCO FRESH 66G CARAMELO MIEL-MENTA,,,https://farmaciatepa.com.mx/FT/img/products/714706908705_01.webp,23.7,25.6,,,,,,11,,,BRONCOLIN
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,714706904059,,BRONCOLIN CMELO LIGHT EUC 35GRS,,,https://farmaciatepa.com.mx/FT/img/products/714706904059_01.webp,57,57,,,,,,8,,,BRONCOLIN
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,714706904042,,BRONCOLIN CMELO LIGHT FRESA 35G,,,https://farmaciatepa.com.mx/FT/img/products/714706904042_01.webp,57,57,,,,,,13,,,BRONCOLIN
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7503004988013,,Cachepingui 20 pzas,,,https://farmaciatepa.com.mx/FT/img/products/7503004988013_01.webp,18.52,20,,,,,,9,,,PINGUI
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7501015511107,,Canasta Rompope La Corona 50 pz,,,https://farmaciatepa.com.mx/FT/img/products/7501015511107_01.webp,70.19,75.81,,,,,,1,,,LA CORONA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7501058617750,,Carlos V Sin Azúcar 10pz 17 gr,,,https://farmaciatepa.com.mx/FT/img/products/7501058617750_01.webp,108.33,117,,,,,,6,,,CARLOS V
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7501040001673,,Chimex Jamón Tradicional de Pavo 1 Kg,,,https://farmaciatepa.com.mx/FT/img/products/7501040001673_01.webp,130.5,130.5,,,,,,8.68,,,CHIMEX
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7501040009662,,Chimex Salchicha de Pavo 1 Kg,,,,62.9,62.9,,,,,,0,,,CHIMEX
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7503013928123,,Choco Paquín Golosina en Polvo 20 pz,,,https://farmaciatepa.com.mx/FT/img/products/7503013928123_01.webp,18.52,20,,,,,,0,,,CHOCO PAQUÍN
,,Abarrotes,Dulces y Chocolates,Chocolates,,,,697703022035,,CHOCOCOA POLVO 400G CHOCOLATE,,,https://farmaciatepa.com.mx/FT/img/products/697703022035_01.webp,37.96,41,,,,,,22,,,CHOCOCOA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7501852701723,,Chocofreskys varios sabores 250 gr,,,https://farmaciatepa.com.mx/FT/img/products/7501852701723_01.webp,63.06,68.1,,,,,,5,,,CHOCOFRESKYS
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7501058623324,,Chocolate Carlos V Stick 8gr.,,,,2.78,3,,,,,,0,,,NESTLE
,,Abarrotes,Dulces y Chocolates,Chocolates,,,,75024635,,Chocolate Cremino Bicolor Avellana 1pz.,,,,3.33,3.6,,,,,,11,,,CREMINO
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7501059223912,,Chocolate Crunch 40 gr,,,https://farmaciatepa.com.mx/FT/img/products/7501059223912_01.webp,82.87,89.5,,,,,,10,,,CRUNCH
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7501059288904,,Chocolate Crunch Stick con 20 Piezas de 9g c/u,,,https://farmaciatepa.com.mx/FT/img/products/7501059288904_01.webp,53.7,58,,,,,,1,,,NESTLE
,,Abarrotes,Dulces y Chocolates,Chocolates,,,,7503013040153,,Chocolate en Polvo Cal C Tose 800 g,,,https://farmaciatepa.com.mx/FT/img/products/7503013040153_01.webp,147.87,159.7,,,,,,7,,,CAL C TOSE
,,Abarrotes,Dulces y Chocolates,Chocolates,,,,7506205807589,,Chocolate en Polvo Choco Milk Bolsa 160gr.,,,https://farmaciatepa.com.mx/FT/img/products/7506205807589_01.webp,25.74,27.8,,,,,,9,,,CHOCO MILK
,,Abarrotes,Dulces y Chocolates,Chocolates,,,,7506205802164,,Chocolate en Polvo Chocomilk 800 gr,,,https://farmaciatepa.com.mx/FT/img/products/7506205802164_01.webp,135.74,146.6,,,,,,6,,,CHOCOMILK
,,Abarrotes,Dulces y Chocolates,Chocolates,,,,7501200440106,,Chocolate en Polvo Con Choco 400gr.,,,https://farmaciatepa.com.mx/FT/img/products/7501200440106_01.webp,26.48,28.6,,,,,,20,,,CON CHOCO
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,8000500142981,,Chocolate Kinder Sopresa Niño 240g,,,https://farmaciatepa.com.mx/FT/img/products/8000500142981_01.webp,275.37,297.4,,,,,,6,,,KINDER
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7501015050279,,Chocolate La Suiza Relleno de Licor de Cereza 84gr.,,,https://farmaciatepa.com.mx/FT/img/products/7501015050279_01.webp,41.57,44.9,,,,,,0,,,LA SUIZA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,78909434,,Chocolates Ferrero Rocher 37gr.,,,https://farmaciatepa.com.mx/FT/img/products/78909434_01.webp,30.65,33.1,,,,,,18,,,FERRERO ROCHER
,,Abarrotes,Dulces y Chocolates,Chocolates,,,,7502271911472,,Chocolates M&M's Cacahuate 42.5gr.,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/7502271911472_01.webp,13.98,15.1,,,,,,0,,,M&M'S
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,75043360,,CORONADO CHICLOSOS DE CAJETA,,,,1.85,2,,,,,,309,,,CORONADO
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,757528041311,,CORONADO OBLEAS 14GRS,,,https://farmaciatepa.com.mx/FT/img/products/757528041311_01.webp,3.87,4.18,,,,,,43,,,CORONADO
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,724869002776,,DE LA ROSA BOMBON BIANCHI 400GRS,,,https://farmaciatepa.com.mx/FT/img/products/724869002776_01.webp,36.94,39.9,,,,,,5,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,724869003315,,DE LA ROSA BOMBON BIANCHI GRANDE 400GRS,,,https://farmaciatepa.com.mx/FT/img/products/724869003315_01.webp,34.35,37.1,,,,,,0,,,DE LA ROSA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,724869003292,,DE LA ROSA BOMBON BIANCHI MED 400GRS,,,,34.07,36.8,,,,,,7,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,724869002295,,DE LA ROSA CACAHUATES 42 GRS,,,,4.3,4.3,,,,,,4,,,DE LA ROSA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,724869001106,,DE LA ROSA CACAHUATES JAPONES 28G,,,,2.87,3.1,,,,,,23,,,DE LA ROSA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,725226004167,,DE LA ROSA CARAMELO ACIDITO C/20,,,https://farmaciatepa.com.mx/FT/img/products/725226004167_01.webp,50,54,,,,,,7,,,
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,725226003351,,DE LA ROSA CARAMELO SUAVE ACIDULADITOS,,,https://farmaciatepa.com.mx/FT/img/products/725226003351_01.webp,52.13,56.3,,,,,,1,,,DE LA ROSA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,724869002455,,DE LA ROSA CONFICHOCKY C25 SOBRES,,,https://farmaciatepa.com.mx/FT/img/products/724869002455_01.webp,78.98,85.3,,,,,,5,,,DE LA ROSA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,725226000275,,DE LA ROSA GOMA DE MASCAR MOÑO C/100 PZS,,,https://farmaciatepa.com.mx/FT/img/products/725226000275_01.webp,42.93,49.8,,,,,,8,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,725226000404,,DE LA ROSA GOMINAS 550 GRS 76 PIEZAS,,,https://farmaciatepa.com.mx/FT/img/products/725226000404_01.webp,35.19,38.01,,,,,,5,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,724869005067,,DE LA ROSA GOMITAS FRAMBUESA C66 P ROJA,,,https://farmaciatepa.com.mx/FT/img/products/724869005067_01.webp,55.19,59.61,,,,,,0,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,724869003261,,DE LA ROSA GOMITAS FRUTAS DEL BOSQUE C66 P,,,https://farmaciatepa.com.mx/FT/img/products/724869003261_01.webp,53.7,58,,,,,,7,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,724869002448,,DE LA ROSA KOFFE CHOKIS,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/724869002448_01.webp,2.78,3,,,,,,17,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,724869004282,,DE LA ROSA MALVABISCO CHOCO 50P 7GR C/20,,,https://farmaciatepa.com.mx/FT/img/products/724869004282_01.webp,82.78,89.4,,,,,,5,,,
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,724869000369,,DE LA ROSA MALVABON FRESA,,,https://farmaciatepa.com.mx/FT/img/products/724869000369_01.webp,48.15,52,,,,,,6,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,724869000567,,DE LA ROSA MALVABON PIÑA C12 PIEZAS,,,https://farmaciatepa.com.mx/FT/img/products/724869000567_01.webp,48.15,52,,,,,,4,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,724869001694,,DE LA ROSA MALVABON ZARZAMORA,,,https://farmaciatepa.com.mx/FT/img/products/724869001694_01.webp,48.15,52,,,,,,3,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,724869100076,,DE LA ROSA MAZAPAN 60 PZA.,,,https://farmaciatepa.com.mx/FT/img/products/724869100076_01.webp,79.72,86.1,,,,,,4,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,724869100090,,DE LA ROSA MAZAPAN C/12 PZA.,,,https://farmaciatepa.com.mx/FT/img/products/724869100090_01.webp,35.19,38.01,,,,,,11,,,DE LA ROSA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,724869001397,,DE LA ROSA MAZAPAN GIGANTE C20 P DE 50 G,,,https://farmaciatepa.com.mx/FT/img/products/724869001397_01.webp,101.48,109.6,,,,,,4,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,725226000053,,DE LA ROSA MINI JUMBO SURTIDA C/25,,,https://farmaciatepa.com.mx/FT/img/products/725226000053_01.webp,51.85,56,,,,,,0,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,724869001908,,DE LA ROSA MINI MALVABON C/,,,https://farmaciatepa.com.mx/FT/img/products/724869001908_01.webp,52.22,56.4,,,,,,5,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,724869077712,,DE LA ROSA MINI NUGS 15GRS,,,,2.8,2.8,,,,,,-33,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,725226000060,,DE LA ROSA PALETA MINI JUMBO CEREZA 500G,,,https://farmaciatepa.com.mx/FT/img/products/725226000060_01.webp,54.91,59.3,,,,,,10,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,725226000206,,DE LA ROSA PULPARINDO 280 GRS,,,https://farmaciatepa.com.mx/FT/img/products/725226000206_01.webp,40.09,43.3,,,,,,2,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,724869004411,,DE LA ROSA RANITA CROA 12 PZAS,,,https://farmaciatepa.com.mx/FT/img/products/724869004411_01.webp,66.85,72.2,,,,,,5,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7503005775056,,Don Palanqueto Palanqueta 20 pz,,,https://farmaciatepa.com.mx/FT/img/products/7503005775056_01.webp,57.96,62.6,,,,,,8,,,DON PALANQUETO
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7501345744442,,Dragonzitos Dulce 100 Sobrecitos,,,https://farmaciatepa.com.mx/FT/img/products/7501345744442_01.webp,31.67,34.2,,,,,,6,,,DRAGONZITOS
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,025046020614,,Dulce Duvalín Avellana y Fresa 18pzs.,,,https://farmaciatepa.com.mx/FT/img/products/025046020614_01.webp,32.13,34.7,,,,,,2,,,DUVALIN
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,025046020621,,Dulce Duvalín Avellana y Vainilla 18pzs.,,,https://farmaciatepa.com.mx/FT/img/products/025046020621_01.webp,32.13,34.7,,,,,,0,,,DUVALIN
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,025046021499,,"Dulce Duvalín Avellana, Vainilla y Fresa 18pzs.",,,https://farmaciatepa.com.mx/FT/img/products/025046021499_01.webp,32.13,34.7,,,,,,0,,,DUVALIN
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,024142020108,,Dulce Montes Cachitos 100 pz,,,https://farmaciatepa.com.mx/FT/img/products/024142020108_01.webp,64.44,69.6,,,,,,5,,,MONTES
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,024142020078,,Dulce Montes Natilla 100 pz,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/024142020078_01.webp,62.5,67.5,,,,,,6,,,MONTES
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,024142020085,,Dulce Montes Ricos Besos 100 pz,,,https://farmaciatepa.com.mx/FT/img/products/024142020085_01.webp,64.44,69.6,,,,,,4,,,MONTES
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,024142020009,,Dulce Montes Tommy 100 pz,,,https://farmaciatepa.com.mx/FT/img/products/024142020009_01.webp,62.5,67.5,,,,,,6,,,MONTES
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,252671,,Duvalin Tri sabor 15 g,,,,2.1,2.1,,,,,,-1552,,,RICOLINO
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,647541022032,,EL CHILERITO CHAMOY 1 L,,,https://farmaciatepa.com.mx/FT/img/products/647541022032_01.webp,33.8,33.8,,,,,,5,,,EL CHILERITO
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7503005866112,,El Vagabundo Banderitas de Coco 10 pz,,,https://farmaciatepa.com.mx/FT/img/products/7503005866112_01.webp,44.35,47.9,,,,,,8,,,EL VAGABUNDO
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,80051121,,FALTA INFO,,,,22.22,24,,,,,,0,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,0078,,FALTA INFO,,,,16.67,18,,,,,,0,,,NA
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7503007359230,,Frullati Crema para Manos con Colageno 120 ml,,,https://farmaciatepa.com.mx/FT/img/products/FOTOS_ARITCULOS_2024_3/7503007359230_01.webp,54.74,63.5,,,,,,5,,,FRULLATI
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7503007359117,,FRULLATI DESMAQUILLANTE FACIAL 60 ML,,,https://farmaciatepa.com.mx/FT/img/products/7503007359117_01.webp,93.1,108,,,,,,6,,,FRULLATI
,,Abarrotes,Dulces y Chocolates,Dulces y Gomas de Mascar,,,,7503007359278,,Frullati Gel Corporal con Extracto de Toronja 120 ml,,,https://farmaciatepa.com.mx/FT/img/products/7503007359278_01.webp,87.5,101.5,,,,,,14,,,FRULLATI
