category,name,original_price,discounted_price,PUM,url
Belleza y Vitalidad,Base L'oréal Paris Infallible Pro Matte Fresh Beige 107,$ 79.600,,"$2.653,33",https://www.drogueriascolsubsidio.com/base-loreal-paris-infallible-pro-matte-fresh-beige-107-71249293065/p
Belleza y Vitalidad,Corrector L'oréal Paris True Match Concealer Fair/Light Cool,$ 39.800,,"$7.653,85",https://www.drogueriascolsubsidio.com/corrector-loreal-paris-true-match-concealer-fairlight-cool-71249017289/p
Belleza y Vitalidad,Labial Maybelline Color Sensational Made For All Mauve For Me,$ 45.300,,"$10.785,71",https://www.drogueriascolsubsidio.com/labial-maybelline-color-sensational-made-for-all-mauve-for-me-41554564815/p
Belleza y Vitalidad,Gel Para Cejas A Prueba De Agua Maybelline Tattoo Studio Gel Warm Brown,$ 49.500,,"$7.279,41",https://www.drogueriascolsubsidio.com/gel-para-cejas-a-prueba-de-agua-maybelline-tattoo-studio-gel-warm-brown-41554563672/p
Belleza y Vitalidad,Base De Maquillaje Fit Me Matte & Poreles Soft Tan,$ 54.450,,"$1.815,00",https://www.drogueriascolsubsidio.com/base-de-maquillaje-fit-me-matte--poreles-soft-tan-41554438178/p
Belleza y Vitalidad,Rv Ultimate All-In-One Pestañina Waterpr,$ 51.550,,"$6.064,71",https://www.drogueriascolsubsidio.com/rv-ultimate-all-in-one-pestanina-waterpr-309976389011/p
Belleza y Vitalidad,Peinilla Shock Mango Plástico,$ 8.900,,"$8.900,00",https://www.drogueriascolsubsidio.com/peinilla-shock-mango-plastico-7702277442097/p
Belleza y Vitalidad,Cepillo Para El Cabello Shock Fun Print Cojin Ovalado,$ 28.700,,"$28.700,00",https://www.drogueriascolsubsidio.com/cepillo-para-el-cabello-shock-fun-print-cojin-ovalado-7702277126263/p
Belleza y Vitalidad,Polvo Compacto Max Factor Facefinity Sand #5,$ 78.150,,"$7.815,00",https://www.drogueriascolsubsidio.com/polvo-compacto-max-factor-facefinity-sand-5-8005610545035/p
Mamás y bebés,Toalla Hum Para Bebe Key y Clean x 70,$ 5.950,,"$85,00",https://www.drogueriascolsubsidio.com/toalla-hum-para-bebe-key-y-clean-x-70-7709479025356/p
Mamás y bebés,Toallitas Húmedas Huggies Active Fresh,$ 13.000,,"$135,42",https://www.drogueriascolsubsidio.com/toallitas-humedas-huggies-active-fresh-7702425551916/p
Mamás y bebés,Vaso Pitillo 360ml 6+m Azul,$ 79.050,,"$79.050,00",https://www.drogueriascolsubsidio.com/vaso-pitillo-360ml-6m-azul-7350083125897/p
Mamás y bebés,Vaso De Transición 230ml 4+m Azul,$ 80.950,,"$80.950,00",https://www.drogueriascolsubsidio.com/vaso-de-transicion-230ml-4m-azul-7350083122681/p
Mamás y bebés,Polvo Almidón Johnson?s Antes De Dormir 200 Gr,$ 31.400,,"$157,00",https://www.drogueriascolsubsidio.com/polvo-almidon-johnsons-antes-de-dormir-200-gr-7702031244622/p
Mamás y bebés,Oferta Jabón Johnson's Baby Libre Germenes,$ 14.750,,"$44,70",https://www.drogueriascolsubsidio.com/oferta-jabon-johnsons-baby-libre-germenes-7702031407171/p
Mamás y bebés,Vaso Pitillo 360ml 6+m Rosa,$ 79.050,,"$79.050,00",https://www.drogueriascolsubsidio.com/vaso-pitillo-360ml-6m-rosa-7350083125880/p
Mamás y bebés,Polvo Almidón Johnson?s Original 400 Gr,$ 54.950,$ 43.960,"$137,38",https://www.drogueriascolsubsidio.com/polvo-almidon-johnsons-original-400-gr-7702031244608/p
Mamás y bebés,Crema Para Lactancia Palmers,$ 61.850,,"$2.061,67",https://www.drogueriascolsubsidio.com/crema-para-lactancia-palmers-10181040375/p
Mamás y bebés,Loción Reafirmante Postparto Palmers,$ 90.800,,"$363,20",https://www.drogueriascolsubsidio.com/locion-reafirmante-postparto-palmers-10181040603/p
Mamás y bebés,Nan Comfort Fórmula Infantil,$ 142.050,,"$177,56",https://www.drogueriascolsubsidio.com/nan-comfort-formula-infantil-7613034751829/p
Mamás y bebés,Pañal Hugies Natcare Prematuro Maxi X30 Cotton,$ 20.500,,"$683,33",https://www.drogueriascolsubsidio.com/panal-hugies-natcare-prematuro-maxi-x30-cotton-7794626007149/p
Higiene y Cuidado,K-Cit Gel Triticum Vulgare,$ 54.600,,"$3.640,00",https://www.drogueriascolsubsidio.com/k-cit-gel-triticum-vulgare-7705028000287/p
Higiene y Cuidado,Desodorante En Crema Rexona Clinical Extra Dry Women,$ 26.950,,"$561,46",https://www.drogueriascolsubsidio.com/desodorante-en-crema-rexona-clinical-extra-dry-women-79400301161/p
Higiene y Cuidado,Enjuague Bucal Listerine Cool Mint 1000 ML,$ 43.950,,"$43,95",https://www.drogueriascolsubsidio.com/enjuague-bucal-listerine-cool-mint-1000-ml-7702035432506/p
Higiene y Cuidado,Crema Ponds Clarant B3 Piel Normal A Grasa,$ 37.150,,"$371,50",https://www.drogueriascolsubsidio.com/crema-ponds-clarant-b3-piel-normal-a-grasa-7501056330309/p
Higiene y Cuidado,Protector Masculino Tena Men Día x 10 Unidades,$ 27.700,,"$2.770,00",https://www.drogueriascolsubsidio.com/protector-masculino-tena-men-dia-x-10-unidades-7702027472084/p
Higiene y Cuidado,Shampoo Maria Salome Sin Sal 400 Ml,$ 29.300,,"$73,25",https://www.drogueriascolsubsidio.com/shampoo-maria-salome-sin-sal-400-ml-7708930070164/p
Higiene y Cuidado,Cepillo Dental Curaprox Baby,$ 26.100,,"$26.100,00",https://www.drogueriascolsubsidio.com/cepillo-dental-curaprox-baby-7612412428100/p
Higiene y Cuidado,Oferta Pañuelo Facial Familia Triple Hoja Precio Especial,$ 5.600,,"$140,00",https://www.drogueriascolsubsidio.com/oferta-panuelo-facial-familia-triple-hoja-precio-especial-7702026032425/p
Higiene y Cuidado,Vitis Kids Gel Dental,$ 18.800,,"$376,00",https://www.drogueriascolsubsidio.com/vitis-kids-gel-dental-8427426048867/p
Higiene y Cuidado,Shampoo Head & Shoulders Men Con Old Spice,$ 27.700,,"$73,87",https://www.drogueriascolsubsidio.com/shampoo-head--shoulders-men-con-old-spice-7500435019545/p
Higiene y Cuidado,Crema Dental Colgate x 90 gr,$ 30.950,,"$343,89",https://www.drogueriascolsubsidio.com/crema-dental-colgate-x-90-7793100130243/p
Higiene y Cuidado,Shimex Jabón De Espuma En Seco O Con Enjuague,$ 19.800,$ 9.900,"$132,00",https://www.drogueriascolsubsidio.com/shimex-jabon-de-espuma-en-seco-o-con-enjuague-7707007440213/p
Belleza y Vitalidad,LIMPIADOR BROCHAS CORAZON MORADO SALON,$ 13.150,,"$13.150,00",https://www.drogueriascolsubsidio.com/limpiador-brochas-corazon-morado-salon-7707324825571/p
Belleza y Vitalidad,Pestañina Vitú Sabila,$ 12.850,,"$988,46",https://www.drogueriascolsubsidio.com/pestanina-vitu-sabila-7702044233002/p
Belleza y Vitalidad,Sombra Max Factor Lasting Color Romance,$ 38.600,,"$5.146,67",https://www.drogueriascolsubsidio.com/sombra-max-factor-lasting-color-romance-7702044260367/p
Belleza y Vitalidad,Base Max Factor Pan Stik Suntone #62 Precio Especial,$ 35.500,,"$4.034,09",https://www.drogueriascolsubsidio.com/base-max-factor-pan-stik-suntone-62-precio-especial-7702044056397/p
Belleza y Vitalidad,V LABIAL RESIST DECIDIDA 3ml,$ 27.000,,"$9.000,00",https://www.drogueriascolsubsidio.com/v-labial-resist-decidida-3ml-7509552844344/p
Belleza y Vitalidad,Freestyle Raspacallo Profesional x 1 Unidad,$ 9.400,,"$9.400,00",https://www.drogueriascolsubsidio.com/freestyle-raspacallo-profesional-x-1-unidad-7702277066484/p
Belleza y Vitalidad,Paleta Duo Iluminador Vogue Tono Dorado,$ 13.900,,"$992,86",https://www.drogueriascolsubsidio.com/paleta-duo-iluminador-vogue-tono-dorado-7509552830132/p
Belleza y Vitalidad,Freestyle Estropajo Guante Sencillo x 1 Unidad,$ 10.200,,"$10.200,00",https://www.drogueriascolsubsidio.com/freestyle-estropajo-guante-sencillo-x-1-unidad-7702277119876/p
Belleza y Vitalidad,Shock Caucho Nude Doble x 10 Unidades,$ 15.450,,"$1.545,00",https://www.drogueriascolsubsidio.com/shock-caucho-nude-doble-x-10-unidades-7702277525370/p
Belleza y Vitalidad,Rv Kiss Balm Berry Bur Spf20 Ref 035 Pe,$ 24.000,,"$9.230,77",https://www.drogueriascolsubsidio.com/rv-kiss-balm-berry-bur-spf20-ref-035-pe-309971879357/p
Belleza y Vitalidad,Labial L'oréal Paris Infallible Les Chocolats Pro-Matte Lip Dose Of Cocoa 846,$ 50.350,,"$7.992,06",https://www.drogueriascolsubsidio.com/labial-loreal-paris-infallible-les-chocolats-pro-matte-lip-dose-of-cocoa-846-71249371800/p
Belleza y Vitalidad,Al Palette Pops Sombras Fabulista,$ 72.050,,"$16.011,11",https://www.drogueriascolsubsidio.com/al-palette-pops-sombras-fabulista-309973100022/p
Mamás y bebés,Nestogeno Lcomfortis Fórmula Infantil Etapa 3,$ 59.300,,"$74,13",https://www.drogueriascolsubsidio.com/nestogeno-lcomfortis-formula-infantil-etapa-3-7506475106207/p
Mamás y bebés,Pañal Winny Gold Etapa 5 Bolsax50,$ 97.550,,"$1.951,00",https://www.drogueriascolsubsidio.com/panal-winny-gold-etapa-5-bolsax50-7701021118233/p
Mamás y bebés,PAÑAL HUGGIE ACTISEC XL ULTRAP X 25UN,$ 38.050,,"$38.050,00",https://www.drogueriascolsubsidio.com/panal-huggie-actisec-xl-ultrap-x-25un-7702425933934/p
Mamás y bebés,PAÑAL HUGGIES ACTISEC L ULTRAP X 25UN,$ 29.600,,"$29.600,00",https://www.drogueriascolsubsidio.com/panal-huggies-actisec-l-ultrap-x-25un-7702425228504/p
Mamás y bebés,PAÑAL PANTALON HUGGIES ACTSEC ETAPA 3 X 25 UNIDADES,$ 30.750,,"$1.230,00",https://www.drogueriascolsubsidio.com/panal-pantalon-huggies-actsec-etapa-3-x-25-unidades-7702425282360/p
Mamás y bebés,Pañales Huggies Natural Care Talla Xxg Unisex,$ 69.650,,"$1.741,25",https://www.drogueriascolsubsidio.com/panales-huggies-natural-care-talla-xxg-unisex-7702425807501/p
Mamás y bebés,Nestogeno Comfort Fórmula Infantil Etapa 1,$ 119.300,,"$85,21",https://www.drogueriascolsubsidio.com/nestogeno-comfort-formula-infantil-etapa-1-7501058637901/p
Mamás y bebés,Formula Infantil Blemil Ae Protech Polvo,$ 120.900,,"$151,13",https://www.drogueriascolsubsidio.com/formula-infantil-blemil-ae-protech-polvo-8426594119362/p
Mamás y bebés,Fórmula Infantil Nutriben A.R,$ 68.000,,"$170,00",https://www.drogueriascolsubsidio.com/formula-infantil-nutriben-ar-7703546527675/p
Mamás y bebés,OPañal Dia Hug Actsec S Ahorrp X50 Can+16toallas H,$ 46.900,,"$938,00",https://www.drogueriascolsubsidio.com/of-panal-dia-hug-actsec-s-ahorrp-x50-can16toallas-h-7702425806603/p
Mamás y bebés,Neocate Syneo Fórmula Infantil Etapa 0-12 Meses,$ 279.500,,"$698,75",https://www.drogueriascolsubsidio.com/neocate-syneo-formula-infantil-etapa-0-12-meses-5016533657272/p
Mamás y bebés,Extractor de leche materna y tetero boca estandar dr browns,$ 135.900,,"$135.900,00",https://www.drogueriascolsubsidio.com/extractor-de-leche-materna-y-tetero-boca-estandar-dr-browns-72239316306/p
Higiene y Cuidado,Perio Aid Intensive Care Enjuague Bucal,$ 29.600,,"$197,33",https://www.drogueriascolsubsidio.com/perio-aid-intensive-care-enjuague-bucal-8427426040656/p
Higiene y Cuidado,DOLNI-K GEL NF,$ 48.450,,"$807,50",https://www.drogueriascolsubsidio.com/dolni-k-gel-nf-7705028809194/p
Higiene y Cuidado,Crema Lubriderm Reparación Intensiva120 ml,$ 22.000,,"$183,33",https://www.drogueriascolsubsidio.com/crema-lubriderm-reparacion-intensiva-x-120-ml-7501007528939/p
Higiene y Cuidado,Desodorante Rexona Clinical Aerosol Women 2 x 91 Gr,$ 47.050,,"$258,52",https://www.drogueriascolsubsidio.com/desodorante-rexona-clinical-aerosol-women-2-x-91-gr-7702006401951/p
Higiene y Cuidado,Crema Vasenol Humectacion Total 400ml,$ 30.000,,"$75,00",https://www.drogueriascolsubsidio.com/crema-vasenol-humectacion-total-400ml-7501056339234/p
Higiene y Cuidado,Bloqueador Banana Advan Loción 60 M,$ 20.550,,"$342,50",https://www.drogueriascolsubsidio.com/bloqueador-banana-advan-locion-60-m-79656096507/p
Higiene y Cuidado,Crema Dental Vitis Encias,$ 31.250,,"$312,50",https://www.drogueriascolsubsidio.com/crema-dental-vitis-encias-8427426029774/p
Higiene y Cuidado,SHIMEX ESTUCHE JABÓN DE ESPUMA SECO X 60ML Y CREMA GRANADA VERBENA X60ML,$ 37.000,$ 18.500,"$37.000,00",https://www.drogueriascolsubsidio.com/shimex-estuche-jabon-de-espuma-seco-x-60ml-y-crema-granada-verbena-x60ml-7708730123435/p
Higiene y Cuidado,Protector Nivea Sun Corporal Fps70 X 200Ml,$ 71.800,,"$359,00",https://www.drogueriascolsubsidio.com/protector-nivea-sun-corporal-fps70-x-200ml-4005900539045/p
Higiene y Cuidado,Dove Shampoo Hidra Liso X 400Ml,$ 24.450,,"$61,13",https://www.drogueriascolsubsidio.com/dove-shampoo-hidra-liso-x-400ml-7891150084124/p
Higiene y Cuidado,Cepillo Dental Slim Soft,$ 26.150,,"$13.075,00",https://www.drogueriascolsubsidio.com/7591083017793cepillo-dental-slim-softhigiene-y-cuidado-personalcepillos-dentalescolgate-7591083017793/p
Higiene y Cuidado,Cepillo Dental Pro Duro Profile 1000,$ 16.250,,"$8.125,00",https://www.drogueriascolsubsidio.com/cepillo-dental-pro-duro-profile-1000-7501086454181/p
Belleza y Vitalidad,Al Smart Shade Rubor Pink,$ 58.250,,"$8.566,18",https://www.drogueriascolsubsidio.com/al-smart-shade-rubor-pink-309976035017/p
Belleza y Vitalidad,Rv Colorstay Rubor Ravishing Rose (Shimm,$ 52.350,,"$10.470,00",https://www.drogueriascolsubsidio.com/rv-colorstay-rubor-ravishing-rose-shimm-309974784184/p
Belleza y Vitalidad,Base De Maquillaje Fit Me Matte & Poreles Rich Tan,$ 54.450,,"$1.815,00",https://www.drogueriascolsubsidio.com/base-de-maquillaje-fit-me-matte--poreles-rich-tan-41554438185/p
Belleza y Vitalidad,Rv Super Lustrous Labial Barra Blushed,$ 46.700,,"$11.119,05",https://www.drogueriascolsubsidio.com/rv-super-lustrous-labial-barra-blushed-309976954035/p
Belleza y Vitalidad,Corrector Maybelline Super Stay Concealer Sand,$ 46.250,,"$6.607,14",https://www.drogueriascolsubsidio.com/corrector-maybelline-super-stay-concealer-sand-41554574623/p
Belleza y Vitalidad,Base De Maquillaje Fit Me Matte & Poreles Pure Beige,$ 54.450,,"$1.815,00",https://www.drogueriascolsubsidio.com/base-de-maquillaje-fit-me-matte--poreles-pure-beige-41554433494/p
Belleza y Vitalidad,Labial Maybelline Color Sensational Made For All Fuchsia For Me,$ 45.300,,"$10.785,71",https://www.drogueriascolsubsidio.com/labial-maybelline-color-sensational-made-for-all-fuchsia-for-me-41554564860/p
Belleza y Vitalidad,Shock Caucho Tela Noche x 6 Unidades,$ 13.900,,"$2.316,67",https://www.drogueriascolsubsidio.com/shock-caucho-tela-noche-x-6-unidades-7702277126188/p
Belleza y Vitalidad,Caucho Para Cabello Shock Basic Negro,$ 14.750,,"$737,50",https://www.drogueriascolsubsidio.com/caucho-para-cabello-shock-basic-negro-7702277046257/p
Belleza y Vitalidad,Depiladora Skin Pro Go Ii Gama,$ 146.650,,"$146.650,00",https://www.drogueriascolsubsidio.com/depiladora-skin-pro-go-ii-8023277129146/p
Belleza y Vitalidad,F-ENCRESPADOR MINI AQUAMARI SALON EXPERT,$ 13.150,,"$13.150,00",https://www.drogueriascolsubsidio.com/f-encrespador-mini-aquamari-salon-expert-7707121267239/p
Belleza y Vitalidad,Corrector Vitú Sábila Tono 4 Castaña,$ 12.250,,"$3.062,50",https://www.drogueriascolsubsidio.com/corrector-vitu-sabila-tono-4-castana-7702044253420/p
Mamás y bebés,Nutriben Crecimiento Polvo Etapa 3,$ 61.100,,"$152,75",https://www.drogueriascolsubsidio.com/nutriben-crecimiento-polvo-etapa-3-7703546013420/p
Mamás y bebés,ARRURRÚ NATURAL COLONIA ORIGINALX120ML A,$ 28.250,,"$235,42",https://www.drogueriascolsubsidio.com/arrurru-natural-colonia-originalx120ml-a-7702277748304/p
Mamás y bebés,PROTECTORES LACTANCIA REUTILIZABLES LIFEMOM,$ 55.300,,"$13.825,00",https://www.drogueriascolsubsidio.com/protectores-lactancia-reutilizables-lifemom-7709172955455/p
Mamás y bebés,Crema Intensivo Para estrias Alevia Sec,$ 70.300,,"$562,40",https://www.drogueriascolsubsidio.com/crema-intensivo-para-estrias-alevia-sec-7707772697607/p
Mamás y bebés,Aceite Calmante Comezon Embarazo Palmers,$ 81.850,,"$545,67",https://www.drogueriascolsubsidio.com/aceite-calmante-comezon-embarazo-palmers-10181040504/p
Mamás y bebés,Teteros dr brown recien nacido boca estandar 4 y 8 oz(0-6 m),$ 122.900,,"$61.450,00",https://www.drogueriascolsubsidio.com/teteros-dr-brown-recien-nacido-boca-estandar-4-y-8-oz0-6-m-72239306284/p
Mamás y bebés,Fórmula Infantil Nutriben Continuacion Etapa 2,$ 106.000,,"$117,78",https://www.drogueriascolsubsidio.com/formula-infantil-nutriben-continuacion-etapa-2-7703546729000/p
Mamás y bebés,Instacalm Crema,$ 45.750,,"$762,50",https://www.drogueriascolsubsidio.com/instacalm-crema-7707177970046/p
Mamás y bebés,Oferta-Kit Bienvenida Pequenin,$ 40.000,,"$40.000,00",https://www.drogueriascolsubsidio.com/oferta-kit-bienvenida-pequenin-7702026190262/p
Mamás y bebés,Set de regalo bebe recien nacido tetero cepillo y chupo azul,$ 233.250,,"$233.250,00",https://www.drogueriascolsubsidio.com/set-de-regalo-bebe-recien-nacido-tetero-cepillo-y-chupo-azul-72239327869/p
Mamás y bebés,Pañal Huggies Actsec Xg Reg X30 Cap A,$ 46.900,,"$1.563,33",https://www.drogueriascolsubsidio.com/panal-huggies-actsec-xg-reg-x30-cap-a-7702425801615/p
Mamás y bebés,Recolector De Leche Materna Paticos,$ 9.000,,"$9.000,00",https://www.drogueriascolsubsidio.com/recolector-de-leche-materna-paticos-7707081801160/p
Higiene y Cuidado,Desodorante En Crema Rexona Clinical Clean Scent,$ 26.950,,"$561,46",https://www.drogueriascolsubsidio.com/desodorante-en-crema-rexona-clinical-clean-scent-79400110695/p
Higiene y Cuidado,Corega Ultra Menta Crema,$ 49.150,,"$1.228,75",https://www.drogueriascolsubsidio.com/corega-ultra-crema-adhesiva-menta-7794640171703/p
Higiene y Cuidado,Crema Dental Sensodyne Sensibilidad & Encías X100 Gr,$ 38.650,,"$386,50",https://www.drogueriascolsubsidio.com/crema-dental-sensodyne-sensibilidad--encias-x100-gr-7501065064578/p
Higiene y Cuidado,Crema Corporal Lubriderm Humectacion Delicada 400 ML,$ 43.600,,"$109,00",https://www.drogueriascolsubsidio.com/crema-corporal-lubriderm-humectacion-delicada-400-ml-7702031244554/p
Higiene y Cuidado,Dove Sham Recon Compl 370ml+ Aco 370 ml,$ 39.750,,"$107,43",https://www.drogueriascolsubsidio.com/dove-shampoo-reconstruccion-completa-x-370ml--acondicionador-x-370ml-7702006653305/p
Higiene y Cuidado,Toalla Higienica Tena Discreet Maxi x 30und,$ 53.750,,"$1.791,67",https://www.drogueriascolsubsidio.com/toalla-higienica-tena-discreet-maxi-x-30und-7702026147921/p
Higiene y Cuidado,Clorhexol Gel Farpag,$ 29.300,,"$976,67",https://www.drogueriascolsubsidio.com/clorhexol-gel-farpag-7705028386473/p
Higiene y Cuidado,Pañal Tena Slip Clásico Medium,$ 61.300,,"$2.919,05",https://www.drogueriascolsubsidio.com/panltena-slip-clasico-medium-4x21-7702027479632/p
Higiene y Cuidado,DESODORANTE DOVE MEN INVISIBLE AEROSOL X 2 UN X 89 GR,$ 39.950,,"$224,44",https://www.drogueriascolsubsidio.com/desodorante-dove-men-invisible-aerosol-x-2-un-x-89-gr-7702006400299/p
Higiene y Cuidado,Serum Nivea Celular Luminous x 30 Ml,$ 96.350,,"$3.211,67",https://www.drogueriascolsubsidio.com/serum-nivea-celular-luminous-x-30-ml-4005900786470/p
Higiene y Cuidado,Crema Corporal Lubriderm Humectación Diaria X 750 ML,$ 55.850,,"$74,47",https://www.drogueriascolsubsidio.com/crema-corporal-lubriderm-humectacion-diaria-x-750-ml-7702031244516/p
Higiene y Cuidado,Sedal Crema Peinar Rizos 2x300ml,$ 29.600,,"$49,33",https://www.drogueriascolsubsidio.com/sedal-crema-peinar-rizos-2x300ml-7702006400923/p
Belleza y Vitalidad,Labial Vitú Vitamina E Tono 2 Granate,$ 8.900,,"$2.225,00",https://www.drogueriascolsubsidio.com/labial-vitu-vitamina-e-tono-2-granate-7702044231022/p
Belleza y Vitalidad,Labial En Barra Vogue Colorissimo Cremoso Mate Ciruela Divina,$ 9.300,,"$2.325,00",https://www.drogueriascolsubsidio.com/labial-en-barra-vogue-colorissimo-cremoso-mate-ciruela-divina-7509552840575/p
Belleza y Vitalidad,Paleta Duo Iluminador Vogue Tono Bronce,$ 10.400,,"$742,86",https://www.drogueriascolsubsidio.com/paleta-duo-iluminador-vogue-tono-bronce-7509552830149/p
Belleza y Vitalidad,Tinta Líquida De Cejas Vogue Resist De Larga Duración Tono Café,$ 18.200,,"$4.550,00",https://www.drogueriascolsubsidio.com/tinta-liquida-de-cejas-vogue-resist-de-larga-duracion-tono-cafe-7509552844016/p
Belleza y Vitalidad,Esmalte Vogue Efecto Gel Valentia,$ 8.950,,"$639,29",https://www.drogueriascolsubsidio.com/esmalte-vogue-efecto-gel-valentia-7702433330565/p
Belleza y Vitalidad,Tinta Líquida De Cejas Vogue Resist De Larga Duración Tono Caoba,$ 18.200,,"$4.550,00",https://www.drogueriascolsubsidio.com/tinta-liquida-de-cejas-vogue-resist-de-larga-duracion-tono-caoba-7509552844009/p
Belleza y Vitalidad,Labial En Barra Vogue Colorissimo De Larga Duración Vino,$ 10.200,,"$5.100,00",https://www.drogueriascolsubsidio.com/labial-en-barra-vogue-colorissimo-de-larga-duracion-vino-7702433297288/p
Belleza y Vitalidad,Kit De Cejas L'oréal Paris Brow Artist Genius Kit 01 Light,$ 53.950,,"$15.414,29",https://www.drogueriascolsubsidio.com/kit-de-cejas-loreal-paris-brow-artist-genius-kit-01-light-3600522832621/p
Belleza y Vitalidad,Rv Photoready Sombra + Primer Rustic,$ 58.350,,"$20.839,29",https://www.drogueriascolsubsidio.com/rv-photoready-sombra--primer-rustic-309971188558/p
Belleza y Vitalidad,Al Skin Perfecting Corrector Light,$ 54.950,,"$14.851,35",https://www.drogueriascolsubsidio.com/al-skin-perfecting-corrector-light-309970101886/p
Belleza y Vitalidad,Al Truly Lasting Color Base Líquida Sand,$ 87.950,,"$2.931,67",https://www.drogueriascolsubsidio.com/al-truly-lasting-color-base-liquida-sand-309970231064/p
Belleza y Vitalidad,Al Skin Perfecting Matte Base Líquida Ne,$ 70.450,,"$2.348,33",https://www.drogueriascolsubsidio.com/al-skin-perfecting-matte-base-liquida-ne-309970091743/p
Mamás y bebés,Fórmula Infantil Nutribaby Premium Etapa 1,$ 117.850,,"$130,94",https://www.drogueriascolsubsidio.com/formula-infantil-nutribaby-premium-etapa-1-7798181640025/p
Mamás y bebés,Pañitos Humedos Colsubsidio,$ 3.000,,"$100,00",https://www.drogueriascolsubsidio.com/panitos-humedos-colsubsidio-7701009131131/p
Mamás y bebés,Crema Para El Pezon Alevia Sec,$ 55.450,,"$1.848,33",https://www.drogueriascolsubsidio.com/crema-para-el-pezon-alevia-sec-7707772699991/p
Mamás y bebés,Vaso De Transición 230ml 4+m Rosa,$ 80.950,,"$80.950,00",https://www.drogueriascolsubsidio.com/vaso-de-transicion-230ml-4m-rosa-7350083122674/p
Mamás y bebés,Tetero Anticolico X 260ml Azul,$ 76.150,,"$76.150,00",https://www.drogueriascolsubsidio.com/tetero-anticolico-x-260ml-azul-7350083122568/p
Mamás y bebés,2x Chupo de Entretencion Negro Blanco 0-6m,$ 52.950,,"$52.950,00",https://www.drogueriascolsubsidio.com/2x-chupo-de-entretencion-negro-blanco-0-6m-7350083120861/p
Mamás y bebés,Teteros dr brown recien nacido boca ancha de 5 oz pq por 2,$ 120.250,,"$60.125,00",https://www.drogueriascolsubsidio.com/teteros-dr-brown-recien-nacido-boca-ancha-de-5-oz-pq-por-2-72239318171/p
Mamás y bebés,Nutribaby Premium Fórmula Infantil,$ 73.300,,"$183,25",https://www.drogueriascolsubsidio.com/nutribaby-premium-formula-infantil-7798181640216/p
Mamás y bebés,Tetero Avent Vidrio 4 0z  x1 Und,$ 85.150,,"$85.150,00",https://www.drogueriascolsubsidio.com/tetero-avent-vidrio-4-0z--x1-und-8720689006989/p
Mamás y bebés,Leggings Materno Hilado con Cobre R.0527p Negro S/M mvp,$ 99.950,,"$99.950,00",https://www.drogueriascolsubsidio.com/leggings-materno-hilado-con-cobre-r0527p-negro-sm-mvp-7707670405151/p
Mamás y bebés,Balsamo Intensivo Para estrias Alevia Sec,$ 74.450,,"$595,60",https://www.drogueriascolsubsidio.com/balsamo-intensivo-para-estrias-alevia-sec-7707772697812/p
Mamás y bebés,Muss Baby Crema Corporal300 ml,$ 24.200,,"$80,67",https://www.drogueriascolsubsidio.com/muss-baby-crema-corporal300-ml-7702113040081/p
Higiene y Cuidado,Pañuelos Kleenex Orig Junior 3 X50 Pre Especial,$ 12.800,,"$85,33",https://www.drogueriascolsubsidio.com/panuelos-kleenex-orig-junior-3-x50-pre-especial-7702425640788/p
Higiene y Cuidado,Máquina Afeitar Quattro Mujer X,$ 5.200,,"$5.200,00",https://www.drogueriascolsubsidio.com/maquina-afeitar-quattro-mujer-x-7502214739620/p
Higiene y Cuidado,Crema Limpiadora Ponds C Pepino,$ 24.150,,"$241,50",https://www.drogueriascolsubsidio.com/crema-limpiadora-ponds-c-pepino-7501056324889/p
Higiene y Cuidado,Crema Ponds Rejuveness,$ 67.250,,"$336,25",https://www.drogueriascolsubsidio.com/crema-ponds-rejuveness-7501056330552/p
Higiene y Cuidado,Crema Nivea Facial Cuidado Antiarrugas 5 En 1 X100ml,$ 40.200,,"$402,00",https://www.drogueriascolsubsidio.com/crema-nivea-facial-cuidado-antiarrugas-5-en-1-x100ml-42277095/p
Higiene y Cuidado,DOVE DESODORANTE ROLLON CALENDULA 2X50ML,$ 26.450,,"$264,50",https://www.drogueriascolsubsidio.com/dove-desodorante-rollon-calendula-2x50ml-7861001361087/p
Higiene y Cuidado,Oferta Desodorante De Pies Deopies Clinical x 2und Precion Especial,$ 40.700,,"$78,27",https://www.drogueriascolsubsidio.com/oferta-desodorante-de-pies-deopies-clinical-x-2und-precion-especial-7702113614763/p
Higiene y Cuidado,Dove Shampoo Hidratacion X 400Ml,$ 24.450,,"$61,13",https://www.drogueriascolsubsidio.com/dove-shampoo-hidratacion-x-400ml-7891150050488/p
Higiene y Cuidado,REXONA CLINICAL MEN CLEAN 2X48G+PR ESP,$ 45.100,,"$469,79",https://www.drogueriascolsubsidio.com/rexona-clinical-men-clean-2x48gpr-esp-7702006000710/p
Higiene y Cuidado,Serum De Noche Antimanchas Con 10% De Vitamina C Pura Y Ácido,$ 80.550,,"$2.685,00",https://www.drogueriascolsubsidio.com/serum-de-noche-antimanchas-con-10-de-vitamina-c-pura-y-acido-3600542565943/p
Higiene y Cuidado,Bloqueador Tanga Spf 100 Baby Crema x 120 ml,$ 53.550,,"$446,25",https://www.drogueriascolsubsidio.com/bloqueador-tanga-spf-100-baby-crema-x-120-ml-7702113043358/p
