category,name,original_price,discounted_price,PUM,url
Mamás y bebés,FORMULA INFANTIL NUTRIMAX ETAPA-3 2AÑOS,$ 67.450,,"$84,31",https://www.drogueriascolsubsidio.com/formula-infantil-nutrimax-etapa-3-2anos-7702001163328/p
Mamás y bebés,Shampoo Johnson's Gotas De Brillo,$ 28.000,,"$70,00",https://www.drogueriascolsubsidio.com/shampoo-johnsons-gotas-de-brillo-7702031293361/p
Mamás y bebés,Fórmula Intanfil Nan A.R,$ 66.200,,"$6.620,00",https://www.drogueriascolsubsidio.com/formula-intanfil-nan-ar-7613033200762/p
Mamás y bebés,Talco Bebé Lander x 200 gr,$ 18.050,,"$90,25",https://www.drogueriascolsubsidio.com/talco-bebe-lander-x-200-gr-7702215301424/p
Mamás y bebés,Instacalm Crema Tópica,$ 27.150,,"$905,00",https://www.drogueriascolsubsidio.com/instacalm-crema-topica-7707177973122/p
Mamás y bebés,OFERTA COPITOS BIODEGRADABLES PAGUE 50 LLEVE 80,$ 9.500,,"$118,75",https://www.drogueriascolsubsidio.com/oferta-copitos-biodegradables-pague-50-lleve-80-7702057625078/p
Mamás y bebés,Repelente Stay Off Bebe Loción,$ 26.050,,"$217,08",https://www.drogueriascolsubsidio.com/repelente-stay-off-bebe-locion-7706800002895/p
Higiene y Cuidado,Tampon Nosotras Dig Super X8 Und,$ 6.550,,"$818,75",https://www.drogueriascolsubsidio.com/tampon-nosotras-dig-super-x8-und-7702026194697/p
Higiene y Cuidado,SHIMEX CREMA HUMECTANTE MANOS Y CUERPO MIMOSA FIJI,$ 18.600,,"$310,00",https://www.drogueriascolsubsidio.com/shimex-crema-humectante-manos-y-cuerpo-mimosa-fiji-7708741437767/p
Higiene y Cuidado,Neofungina Polvo Tópico,$ 14.000,$ 12.600,"$350,00",https://www.drogueriascolsubsidio.com/neofungina-polvo-topico-7706142707106/p
Higiene y Cuidado,Protectores Nosotras Lacti Respirable,$ 20.800,,"$520,00",https://www.drogueriascolsubsidio.com/protectores-nosotras-lacti-respirable-7702027044014/p
Higiene y Cuidado,Copa Menstrual Advance By Nti Talla L,$ 34.950,,"$34.950,00",https://www.drogueriascolsubsidio.com/copa-menstrual-advance-by-nti-talla-l-7707355401874/p
Higiene y Cuidado,Oferta Toalla Higiénica Nosotras Ultra Invisible Tela 2 x 8,$ 13.300,,"$831,25",https://www.drogueriascolsubsidio.com/oferta-toalla-higienica-nosotras-ultra-invisible-tela-2-x-8-7702027429415/p
Higiene y Cuidado,Neofungina Polvo Tópico,$ 30.400,$ 27.360,"$304,00",https://www.drogueriascolsubsidio.com/neofungina-polvo-topico-7706142707113/p
Higiene y Cuidado,Gel De Baño Lactovit X 600 Ml,$ 29.150,,"$48,58",https://www.drogueriascolsubsidio.com/gel-de-bano-lactovit-x-600-ml-8411135351721/p
Higiene y Cuidado,Crema Lubriderm Reparación Intensiva,$ 49.600,,"$124,00",https://www.drogueriascolsubsidio.com/crema-lubriderm-reparacion-intensiva-7501007528427/p
Higiene y Cuidado,Tampón Nosotras Aplicador Regular Sensitive,$ 15.600,,"$1.950,00",https://www.drogueriascolsubsidio.com/tampon-nosotras-aplicador-regular-sensitive-7702026181062/p
Higiene y Cuidado,Toalla Inivisible Orgánica x 10 + 2 Toallas,$ 9.750,,"$812,50",https://www.drogueriascolsubsidio.com/toalla-inivisible-organica-x-10--2-toallas-7702026190552/p
Higiene y Cuidado,Toallas Higiénicas Stayfree Nocturna Con Alas Nocturna,$ 5.750,,"$718,75",https://www.drogueriascolsubsidio.com/toallas-higienicas-stayfree-nocturna-con-alas-nocturna-7891010025878/p
Belleza y Vitalidad,Polvo L'oréal Paris True Match Super Blendable C5 Classic Beige,$ 50.400,,"$5.305,26",https://www.drogueriascolsubsidio.com/polvo-loreal-paris-true-match-super-blendable-c5-classic-beige-71249033579/p
Belleza y Vitalidad,Rv Volumazing Pestañina Nwp,$ 58.600,,"$6.511,11",https://www.drogueriascolsubsidio.com/rv-volumazing-pestanina-nwp-309976087023/p
Belleza y Vitalidad,Perfume Mujer Banderas Queen Of Seduction Lively Muse EDT 80 Ml,$ 140.950,,"$1.761,88",https://www.drogueriascolsubsidio.com/perfume-mujer-banderas-queen-of-seduction-lively-muse-edt-80-ml-8411061011195/p
Belleza y Vitalidad,Labial Vitú Manteca Cacao y Aceite Almendras 2 Azalea,$ 9.800,,"$2.450,00",https://www.drogueriascolsubsidio.com/labial-vitu-manteca-cacao-y-aceite-almendras-2-azalea-7702044211680/p
Belleza y Vitalidad,Lápiz Delineador Vogue Super Fantastic Trazos Negro,$ 7.200,,"$3.789,47",https://www.drogueriascolsubsidio.com/lapiz-delineador-vogue-super-fantastic-trazos-negro-7509552839111/p
Belleza y Vitalidad,Al Skin Perfecting Corrector Light/Medi,$ 54.950,,"$14.851,35",https://www.drogueriascolsubsidio.com/al-skin-perfecting-corrector-lightmedi-309970101923/p
Belleza y Vitalidad,Shock Caimán Premium Animal Print Pequeño x 2 Unidades,$ 11.700,,"$5.850,00",https://www.drogueriascolsubsidio.com/shock-caiman-premium-animal-print-pequeno-x-2-unidades-7702277046097/p
Belleza y Vitalidad,Recortadora G-Blade,$ 172.400,,"$172.400,00",https://www.drogueriascolsubsidio.com/recortadora-g-blade-8023277155558/p
Belleza y Vitalidad,Pestañina Vitú Aceite Almendras,$ 16.350,,"$1.257,69",https://www.drogueriascolsubsidio.com/pestanina-vitu-aceite-almendras-7702044226103/p
Belleza y Vitalidad,Delineador Líquido Vitú Cera Abejas 1 Negro,$ 31.400,,"$5.233,33",https://www.drogueriascolsubsidio.com/delineador-liquido-vitu-cera-abejas-1-negro-7702044211291/p
Belleza y Vitalidad,Rv Kiss Balm Juicy Peach Spf20 Ref 01,$ 24.000,,"$9.230,77",https://www.drogueriascolsubsidio.com/rv-kiss-balm-juicy-peach-spf20-ref-01-309971879159/p
Belleza y Vitalidad,Esmalte Cremoso 032 x 7 Ml,$ 4.150,,"$592,86",https://www.drogueriascolsubsidio.com/esmalte-cremoso-032-x-7-ml-7702215305033/p
Mamás y bebés,Copitos Cotonetes Con punta de Algodon Johnson?s,$ 18.200,,"$121,33",https://www.drogueriascolsubsidio.com/copitos-cotonetes-con-punta-de-algodon-johnsons-7501007533896/p
Mamás y bebés,Crema N.4 Derma Care Crema T.Q,$ 20.400,,"$680,00",https://www.drogueriascolsubsidio.com/crema-n4-derma-care-crema-tq-7702057193829/p
Mamás y bebés,PAÑAL PANTALON HUGGIES ACTSEC ETAPA 4 X 25 UNIDADES,$ 38.000,,"$1.520,00",https://www.drogueriascolsubsidio.com/panal-pantalon-huggies-actsec-etapa-4-x-25-unidades-7702425766068/p
Mamás y bebés,Fórmula Infantil Nan Pro Etapa 3,$ 102.100,,"$5.105,00",https://www.drogueriascolsubsidio.com/formula-infantil-nan-pro-etapa-3-7501058640321/p
Mamás y bebés,SIMILAC 2 5HMOS FORMULA INFANTIL ETAPA 2-6MESES,$ 72.750,,"$207,86",https://www.drogueriascolsubsidio.com/similac-2-5hmos-formula-infantil-etapa-2-6meses-5099864017007/p
Mamás y bebés,Formula Infantil Enfamil Premium Promental Etapa 2,$ 77.600,,"$206,93",https://www.drogueriascolsubsidio.com/formula-infantil-enfamil-premium-etapa-2-7506205808944/p
Mamás y bebés,Formula Infantil Alula Gold Etapa1 De 0 a 6 Meses,$ 76.850,,"$192,13",https://www.drogueriascolsubsidio.com/formula-infantil-alula-gold-etapa1-de-0-a-6-meses-7503032208794/p
Mamás y bebés,Alimento Lácteo Klim 3+,$ 58.300,,"$58,30",https://www.drogueriascolsubsidio.com/alimento-lacteo-klim-3-7702024052685/p
Mamás y bebés,Muss Baby Sh Romero Sedal400 ml,$ 22.450,,"$56,13",https://www.drogueriascolsubsidio.com/muss-baby-sh-romero-sedal400-ml-7702113042368/p
Mamás y bebés,Shampoo Y Baño Líquido 2en1 Arrurrú Delicada Nutrición 400ml,$ 31.150,,"$77,88",https://www.drogueriascolsubsidio.com/shampoo-y-bano-liquido-2en1-arrurru-delicada-nutricion-400ml-7702277490159/p
Mamás y bebés,Pañal Winny Sec Etapa 3 Bolsax16,$ 22.200,,"$1.387,50",https://www.drogueriascolsubsidio.com/panal-winny-sec-etapa-3-bolsax16-7701021118318/p
Mamás y bebés,Acondicionador Johnson's Baby Cabello Claro,$ 28.000,,"$70,00",https://www.drogueriascolsubsidio.com/acondicionador-johnsons-baby-cabello-claro-7702031293323/p
Higiene y Cuidado,Toalla Hig. Buenas Noches Inv. Rap X20,$ 19.300,,"$965,00",https://www.drogueriascolsubsidio.com/toalla-hig-buenas-noches-inv-rap-x20-7702026158194/p
Higiene y Cuidado,Pañal Tena Slip Ultra Xl x 21 Unidades,$ 107.100,,"$107.100,00",https://www.drogueriascolsubsidio.com/panal-tena-slip-ultra-xl-x-21-7702027477713/p
Higiene y Cuidado,Toalla H Multiestilo Invisible Clasica X 30 + Oferta,$ 17.400,,"$580,00",https://www.drogueriascolsubsidio.com/toalla-h-multiestilo-invisible-clasica-x-30--oferta-7702026155117/p
Higiene y Cuidado,Protectores Diarios Kotex Normal Tela,$ 2.650,,"$176,67",https://www.drogueriascolsubsidio.com/protectores-diarios-kotex-normal-tela-7702425544932/p
Higiene y Cuidado,Pañales Tena Pants Clásico Talle Large,$ 31.900,,"$3.987,50",https://www.drogueriascolsubsidio.com/panales-tena-pants-clasico-talle-large-7702026174156/p
Higiene y Cuidado,DISCO MENSTRUAL LIFE CUP TALLA UNICA LIFE CO,$ 90.800,,"$90.800,00",https://www.drogueriascolsubsidio.com/disco-menstrual-life-cup-talla-unica-life-co-7708954489065/p
Higiene y Cuidado,CAJA - Corega Tabs 3min Tableta Efervescente,$ 32.450,,"$1.081,67",https://www.drogueriascolsubsidio.com/caja---corega-tabs-3minutos-limpiador-dental-cj-7794640171420-1/p
Higiene y Cuidado,Oferta Tampones Kotex Digitales Talla S,$ 24.500,,"$765,63",https://www.drogueriascolsubsidio.com/oferta-tampones-kotex-digitales-talla-s-7702425805774/p
Higiene y Cuidado,Toalla Nosotras NPCG  X10und,$ 4.250,,"$425,00",https://www.drogueriascolsubsidio.com/toalla-nosotras-npcg--x10und-7702027041761/p
Higiene y Cuidado,Desodorante En Crema Rexona Clinical Women,$ 26.950,,"$561,46",https://www.drogueriascolsubsidio.com/desodorante-en-crema-rexona-clinical-women-79400052926/p
Higiene y Cuidado,Toalla Inv.Rapigel X 10 + Protectores,$ 6.650,,"$665,00",https://www.drogueriascolsubsidio.com/toalla-invrapigel-x-10--protectores-7702026158521/p
Higiene y Cuidado,Toalla Nosotras invisible Rapigel  X30+Protectores,$ 17.400,,"$580,00",https://www.drogueriascolsubsidio.com/toalla-nosotras-invisible-rapigel--x30protectores-7702026158538/p
Belleza y Vitalidad,Labial Vitú Vitamina E Tono 7 Amapola,$ 8.900,,"$2.225,00",https://www.drogueriascolsubsidio.com/labial-vitu-vitamina-e-tono-7-amapola-7702044231176/p
Belleza y Vitalidad,Pomo Freestyle Base.Colors x 4 Unidades,$ 11.250,,"$2.812,50",https://www.drogueriascolsubsidio.com/pomo-freestyle-basecolors-x-4-unidades-7702277653417/p
Belleza y Vitalidad,V EFECTO SPA BASE ESCAM BIOT 14ml,$ 9.650,,"$689,29",https://www.drogueriascolsubsidio.com/v-efecto-spa-base-escam-biot-14ml-7509552849219/p
Belleza y Vitalidad,V CORRECTOR LIQ LD VAINILLA 5ML,$ 19.300,,"$3.860,00",https://www.drogueriascolsubsidio.com/v-corrector-liq-ld-vainilla-5ml-7509552840308/p
Belleza y Vitalidad,Delineador De Ojos Maybelline Tattoo Studio Liner Intense Charcoal,$ 40.650,,"$33.875,00",https://www.drogueriascolsubsidio.com/delineador-de-ojos-maybelline-tattoo-studio-liner-intense-charcoal-41554563344/p
Belleza y Vitalidad,Shock Bamba Plizada Fashion Colors x 3 Unidades,$ 9.300,,"$3.100,00",https://www.drogueriascolsubsidio.com/shock-bamba-plizada-fashion-colors-x-3-unidades-7702277892786/p
Belleza y Vitalidad,Rubor Duo Vitú Avena Tono 04 Topacio,$ 14.500,,"$2.071,43",https://www.drogueriascolsubsidio.com/rubor-duo-vitu-avena-tono-04-topacio-7702044256582/p
Belleza y Vitalidad,Polvo Vitú Vitamina E Tono3 Nuez Ni,$ 12.900,,"$889,66",https://www.drogueriascolsubsidio.com/polvo-vitu-vitamina-e-tono3-nuez-ni-7702044210577/p
Belleza y Vitalidad,Encrespador Freestyle Clear,$ 12.500,,"$12.500,00",https://www.drogueriascolsubsidio.com/encrespador-freestyle-clear-7702277078807/p
Belleza y Vitalidad,Base Nutritiva Con Keratina x 7 Ml,$ 4.800,,"$685,71",https://www.drogueriascolsubsidio.com/base-nutritiva-con-keratina-x-7-ml-7702215306078/p
Belleza y Vitalidad,Rv Colorstay Base Líquida Piel Mixta/Gra,$ 78.550,,"$2.618,33",https://www.drogueriascolsubsidio.com/rv-colorstay-base-liquida-piel-mixtagra-309974700030/p
Belleza y Vitalidad,Cortacuticula Alicate Zafhir´S Golden,$ 22.850,,"$22.850,00",https://www.drogueriascolsubsidio.com/cortacuticula-alicate-zafhirs-golden-7702313804032/p
Mamás y bebés,Crema Humectante Arrurrú Suavidad Y Humectación x 400ml,$ 32.500,,"$81,25",https://www.drogueriascolsubsidio.com/crema-humectante-arrurru-suavidad-y-humectacion-x-400ml-7702277298786/p
Mamás y bebés,Compota Orgánica Mah Mango. Manzana,$ 4.400,,"$48,89",https://www.drogueriascolsubsidio.com/compota-organica-mah-mango-manzana-854688003330/p
Mamás y bebés,Toallitas Húmedas Key&Clean Baby,$ 1.700,,"$170,00",https://www.drogueriascolsubsidio.com/toallitas-humedas-keyclean-baby-7709254815196/p
Mamás y bebés,Galletas First Cookies + 6 Meses Sin Gluten,$ 19.700,,"$157,60",https://www.drogueriascolsubsidio.com/galletas-first-cookies--6-meses-sin-gluten-854688003538/p
Mamás y bebés,Leche Klim Clásica Fortificada x 2.4 Kg,$ 120.600,,"$50,25",https://www.drogueriascolsubsidio.com/leche-klim-clasica-fortificada-x-24-kg-7702024234326/p
Mamás y bebés,Fórmula Infantil Nan Optipro Etapa 3,$ 149.300,,"$106.642,86",https://www.drogueriascolsubsidio.com/formula-infantil-nan-optipro-etapa-3-7501058637949/p
Mamás y bebés,ALPINA BABY NUTRIMAX ETAPA 2 DE 6 MESES EN ADELANTE,$ 40.900,,"$102,25",https://www.drogueriascolsubsidio.com/alpina-baby-nutrimax-etapa-2-de-6-meses-en-adelante-7702001163304/p
Mamás y bebés,Nestum Bl Iron+Trigo Bna Mz 200Gr,$ 13.650,,"$68,25",https://www.drogueriascolsubsidio.com/nestum-bl-irontrigo-bna-mz-200gr-7613033975714/p
Mamás y bebés,Toall Humeda Winny Aloe Vera x 70 Un,$ 9.950,,"$142,14",https://www.drogueriascolsubsidio.com/toall-humeda-winny-aloe-vera-x-70-un-7701021145925/p
Mamás y bebés,Crema Líquida Johnson's Avena,$ 32.650,,"$81,63",https://www.drogueriascolsubsidio.com/crema-liquida-johnsons-avena-7702031169536/p
Mamás y bebés,Shampoo Johnson's Baby Original,$ 28.000,,"$70,00",https://www.drogueriascolsubsidio.com/shampoo-johnsons-baby-original-7702031291510/p
Mamás y bebés,Alimento Lácteo Klim 3+,$ 29.300,,"$58,60",https://www.drogueriascolsubsidio.com/alimento-lacteo-klim-3-7702024025719/p
Higiene y Cuidado,Tampón Nosoras Aplicador Super Sensitive,$ 15.600,,"$1.950,00",https://www.drogueriascolsubsidio.com/tampon-nosoras-aplicador-super-sensitive-7702026181079/p
Higiene y Cuidado,Toal.Nosotras Maternidad X10+ 3bnoches,$ 18.600,,"$1.860,00",https://www.drogueriascolsubsidio.com/oferta-toallas-higienicas-nosotras-maternidadtoallas-higienicas-buenas-noches-7702027440106/p
Higiene y Cuidado,Crema Lactovit Reparadora X 400Ml,$ 34.550,,"$86,38",https://www.drogueriascolsubsidio.com/crema-lactovit-reparadora-x-400ml-8410190585997/p
Higiene y Cuidado,K-Trix Enjuague Bucal Farpag,$ 43.250,,"$240,28",https://www.drogueriascolsubsidio.com/k-trix-enjuague-bucal-farpag-7705028778711/p
Higiene y Cuidado,Toalla Siempre Libre Noche Y Dia X 32 Und,$ 20.150,,"$629,69",https://www.drogueriascolsubsidio.com/toalla-siempre-libre-noche-y-dia-x-32-und-7891010256074/p
Higiene y Cuidado,Tampón Ob Super x 16 Unidades,$ 15.750,,"$984,38",https://www.drogueriascolsubsidio.com/tampon-ob-super-x-16-unidades-7891010254803/p
Higiene y Cuidado,Protector Nosotras Diar Normal X15 Unidades,$ 1.700,,"$113,33",https://www.drogueriascolsubsidio.com/protector-nosotras-diar-normal-x15-unidades-7702027434020/p
Higiene y Cuidado,Crema Dental Vitis Blanqueadora,$ 30.450,,"$304,50",https://www.drogueriascolsubsidio.com/crema-dental-vitis-blanqueadora-8427426035355/p
Higiene y Cuidado,PROTECTOR KOTEX LARGOS X 16 UNIDADES,$ 4.658,,"$291,13",https://www.drogueriascolsubsidio.com/protector-kotex-largos-x-16-unidades-7702425887855/p
Higiene y Cuidado,Life Cup Copa Menstrual Talla 1,$ 80.700,,"$80.700,00",https://www.drogueriascolsubsidio.com/life-cup-copa-menstrual-talla-1-7708954489089/p
Higiene y Cuidado,Oferta Toallas Higiénicas Nosotras Ult Invisible Rapisec Precio Especial,$ 14.400,,"$720,00",https://www.drogueriascolsubsidio.com/oferta-toallas-higienicas-nosotras-ult-invisible-rapisec-precio-especial-7702027416453/p
Higiene y Cuidado,Tampones Nosotras Digital Tamaño Super,$ 16.700,,"$835,00",https://www.drogueriascolsubsidio.com/tampones-nosotras-digital-tamano-super-7702027435423/p
Belleza y Vitalidad,Polvo Vitú Vitamina E Tono1 Macadamia Ni,$ 13.500,,"$931,03",https://www.drogueriascolsubsidio.com/polvo-vitu-vitamina-e-tono1-macadamia-ni-7702044210676/p
Belleza y Vitalidad,"RECORTADORA PARA CEJAS, VELLO NASAL Y OREJAS BEURER HR 2000",$ 103.950,,"$103.950,00",https://www.drogueriascolsubsidio.com/recortadora-para-cejas-vello-nasal-y-orejas-beurer-hr-2000-4211125580001/p
Belleza y Vitalidad,Polvo Vitú Vitamina E 5 Cacao Ni,$ 13.500,,"$931,03",https://www.drogueriascolsubsidio.com/polvo-vitu-vitamina-e-5-cacao-ni-7702044213028/p
Belleza y Vitalidad,Paleta De Sombras Para Ojos Vogue Sexteto Tono Jardín Romántico,$ 20.000,,"$3.333,33",https://www.drogueriascolsubsidio.com/paleta-de-sombras-para-ojos-vogue-sexteto-tono-jardin-romantico-7702433293297/p
Belleza y Vitalidad,Rv Colorstay Polvo Compacto Light/Medium,$ 67.600,,"$8.047,62",https://www.drogueriascolsubsidio.com/rv-colorstay-polvo-compacto-lightmedium-309975424034/p
Belleza y Vitalidad,V EFECTO SPA BASE FORTALECED 14ml,$ 9.650,,"$689,29",https://www.drogueriascolsubsidio.com/v-efecto-spa-base-fortaleced-14ml-7509552849196/p
Belleza y Vitalidad,Rv Colorstay Delineador Líquido Negro,$ 52.700,,"$21.080,00",https://www.drogueriascolsubsidio.com/rv-colorstay-delineador-liquido-negro-309974209014/p
Belleza y Vitalidad,Rv Colorstay Base Líquida Piel Mixta/Gra,$ 78.550,,"$2.618,33",https://www.drogueriascolsubsidio.com/rv-colorstay-base-liquida-piel-mixtagra-309974700092/p
Belleza y Vitalidad,Rv Super Lustrous Labial Barra Rose Velv,$ 46.700,,"$11.119,05",https://www.drogueriascolsubsidio.com/rv-super-lustrous-labial-barra-rose-velv-309978924104/p
Belleza y Vitalidad,Al Smart Shade Polvo Suelto Light/Medium,$ 95.200,,"$3.363,96",https://www.drogueriascolsubsidio.com/al-smart-shade-polvo-suelto-lightmedium-309975353020/p
Belleza y Vitalidad,Labial Maybelline Superstay Matte Ink Pinks Larga Duración Pink Pathfinder,$ 54.600,,"$23.739,13",https://www.drogueriascolsubsidio.com/labial-maybelline-superstay-matte-ink-pinks-larga-duracion-pink-pathfinder-41554577853/p
Belleza y Vitalidad,Rv Colorstay Polvo Compacto Light,$ 67.600,,"$8.047,62",https://www.drogueriascolsubsidio.com/rv-colorstay-polvo-compacto-light-309975424027/p
Mamás y bebés,Acondicionador Johnson's Gotas De Brillo,$ 28.000,,"$70,00",https://www.drogueriascolsubsidio.com/acondicionador-johnsons-gotas-de-brillo-7702031293422/p
Mamás y bebés,Shampoo Arrurrú Cabello Oscuro 400ml,$ 28.150,,"$70,38",https://www.drogueriascolsubsidio.com/shampoo-arrurru-cabello-oscuro-400ml-7702277337126/p
Mamás y bebés,Crema Líquida Johnson's Original,$ 12.750,,"$127,50",https://www.drogueriascolsubsidio.com/crema-liquida-johnsons-original-7891010035617/p
Mamás y bebés,Oferta Jabón Johnson's Baby Original x 3und,$ 14.750,,"$44,70",https://www.drogueriascolsubsidio.com/oferta-jabon-johnsons-baby-original-x-3und-7702031407263/p
Mamás y bebés,Aceite Bebe x 100 Ml,$ 9.200,,"$92,00",https://www.drogueriascolsubsidio.com/aceite-bebe-x-100-ml-7702215301530/p
Mamás y bebés,Fórmula Infantil Nutribaby Premium Etapa 1,$ 62.500,,"$156,25",https://www.drogueriascolsubsidio.com/formula-infantil-nutribaby-premium-etapa-1-7798181640018/p
Mamás y bebés,Oferta Jabón Johnson's Baby Humectante,$ 14.750,,"$44,70",https://www.drogueriascolsubsidio.com/oferta-jabon-johnsons-baby-humectante-7702031407225/p
Mamás y bebés,Polvo Almidón Johnson?s Original 100 Gr,$ 19.400,,"$194,00",https://www.drogueriascolsubsidio.com/polvo-almidon-johnsons-original-100-gr-7702031244585/p
Mamás y bebés,Cereal Infantil Nestum 5 Cereales,$ 22.800,,"$65,14",https://www.drogueriascolsubsidio.com/cereal-infantil-nestum-5-cereales-7613033972720/p
Mamás y bebés,Nestum Bl Vainilla 200Gr,$ 13.650,,"$68,25",https://www.drogueriascolsubsidio.com/nestum-bl-vainilla-200gr-7613033977640/p
Mamás y bebés,Fórmula Infantil Similac Total Comfort Prosensitive Etapa 1,$ 251.650,,"$179,75",https://www.drogueriascolsubsidio.com/formula-infantil-similac-total-comfort-prosensitive-etapa-1-7703186032355/p
Mamás y bebés,Compota Natural Frutas Mixtas 113g,$ 4.400,,"$38,94",https://www.drogueriascolsubsidio.com/compota-natural-frutas-mixtas-113g-7702001148523/p
Higiene y Cuidado,Toalla Invisible Clásica Multiestilo X10 Unidades,$ 7.500,,"$750,00",https://www.drogueriascolsubsidio.com/toalla-invisible-clasica-multiestilo-x10-unidades-7702026179908/p
Higiene y Cuidado,Oferta Toalla Higiénica Nosotras Natural Invisible x 8 + 2 Toallas Buenas Noches,$ 6.600,,"$825,00",https://www.drogueriascolsubsidio.com/oferta-toalla-higienica-nosotras-natural-invisible-x-8--2-toallas-buenas-noches-7702027436253/p
Higiene y Cuidado,Tampón Ob Medio x 16 Unidades,$ 15.750,,"$984,38",https://www.drogueriascolsubsidio.com/tampon-ob-medio-x-16-unidades-7891010254797/p
Higiene y Cuidado,Toalla Higiénica Kotex Dia-Noche Uf Tela X8,$ 6.000,,"$750,00",https://www.drogueriascolsubsidio.com/toalla-higienica-kotex-dia-noche-uf-tela-x8-7702425807648/p
Higiene y Cuidado,Tampon Digital Regular X8 Und,$ 6.550,,"$818,75",https://www.drogueriascolsubsidio.com/tampon-digital-regular-x8-und-7702026194581/p
Higiene y Cuidado,Of Toal Hig Nosot Buen Noch x 24 Econop,$ 28.850,,"$1.202,08",https://www.drogueriascolsubsidio.com/oferta-toallas-higienicas-nosotras-buenas-noches-econopack-24und-7702027402876/p
Higiene y Cuidado,Tampones Nosotras Digital Tamaño Regular,$ 16.700,,"$835,00",https://www.drogueriascolsubsidio.com/tampones-nosotras-digital-tamano-regular-7702027435331/p
Higiene y Cuidado,Of Jabon Intimo Sensitive 2x200ml,$ 26.550,,"$66,38",https://www.drogueriascolsubsidio.com/of-jabon-intimo-sensitive-2x200ml-7702026181567/p
Higiene y Cuidado,Tampón Ob Original Super x 8 Unidades,$ 9.750,,"$1.218,75",https://www.drogueriascolsubsidio.com/tampon-ob-original-super-x-8-unidades-7891010254780/p
Higiene y Cuidado,Shampoo Orgnx Aceite Moringa Complex,$ 52.550,,"$175,17",https://www.drogueriascolsubsidio.com/shampoo-orgnx-aceite-moringa-complex-67545057913/p
Higiene y Cuidado,Oferta Tampones Kotex Digitales Talla M,$ 25.200,,"$787,50",https://www.drogueriascolsubsidio.com/oferta-tampones-kotex-digitales-talla-m-7702425805354/p
Higiene y Cuidado,Tampón Nosotras Aplicador Super Plus,$ 15.600,,"$1.950,00",https://www.drogueriascolsubsidio.com/tampon-nosotras-aplicador-super-plus-7702026147198/p
Belleza y Vitalidad,Polvo Vitú Vitamina E Tono4 Castaña Ni,$ 12.900,,"$889,66",https://www.drogueriascolsubsidio.com/polvo-vitu-vitamina-e-tono4-castana-ni-7702044210898/p
Belleza y Vitalidad,Shock Caimán Pequeño Mix Colors x 6 Unidades,$ 10.700,,"$1.783,33",https://www.drogueriascolsubsidio.com/shock-caiman-pequeno-mix-colors-x-6-unidades-7702277194590/p
Belleza y Vitalidad,Esmalte Cremoso 037 x 7 Ml,$ 4.150,,"$592,86",https://www.drogueriascolsubsidio.com/esmalte-cremoso-037-x-7-ml-7702215305088/p
Belleza y Vitalidad,Esmalte Cremoso 028 x 7 Ml,$ 4.150,,"$592,86",https://www.drogueriascolsubsidio.com/esmalte-cremoso-028-x-7-ml-7702215304999/p
Belleza y Vitalidad,Al Velvet Foil Sombra Crema Astro Girl,$ 34.750,,"$3.262,91",https://www.drogueriascolsubsidio.com/al-velvet-foil-sombra-crema-astro-girl-309970036355/p
Belleza y Vitalidad,Rubor Duo Vitú Avena Tono 02 Ámbar,$ 14.500,,"$2.071,43",https://www.drogueriascolsubsidio.com/rubor-duo-vitu-avena-tono-02-ambar-7702044256568/p
Belleza y Vitalidad,Esmalte Cremoso 014 x 7 Ml,$ 4.150,,"$592,86",https://www.drogueriascolsubsidio.com/esmalte-cremoso-014-x-7-ml-7702215304852/p
Belleza y Vitalidad,Al Lip VibesLabial Go Wild,$ 38.300,,"$9.575,00",https://www.drogueriascolsubsidio.com/al-lip-vibeslabial-go-wild-309978337034/p
Belleza y Vitalidad,Al Pestañina One Coat Multi-Beneficios W,$ 67.550,,"$9.650,00",https://www.drogueriascolsubsidio.com/al-pestanina-one-coat-multi-beneficios-w-309978590033/p
Belleza y Vitalidad,Rv Colorstay Corrector Medium,$ 48.650,,"$7.846,77",https://www.drogueriascolsubsidio.com/rv-colorstay-corrector-medium-309976131047/p
Belleza y Vitalidad,Sombra Max Factor Lasting Color Glow,$ 38.600,,"$5.146,67",https://www.drogueriascolsubsidio.com/sombra-max-factor-lasting-color-glow-7702044260381/p
Belleza y Vitalidad,Perfume Hombre Benetton We are Tribe Cool EDT 90 Ml,$ 151.950,,"$1.688,33",https://www.drogueriascolsubsidio.com/perfume-hombre-benetton-we-are-tribe-cool-edt-90-ml-8433982025549/p
Mamás y bebés,Nan Comfort Fórmula Infantil Etapa 3,$ 133.800,,"$167,25",https://www.drogueriascolsubsidio.com/nan-comfort-formula-infantil--etapa-3-7613039819333/p
Mamás y bebés,Fórmula Infantil Similac 5hmos Etapa 2(A partir de 6 meses),$ 222.650,,"$159,04",https://www.drogueriascolsubsidio.com/formula-infantil-similac-5hmos-etapa-2a-partir-de-6-meses-7703186502186/p
Mamás y bebés,Fórmula Infantil Nestogeno Comfort Etapa 1,$ 46.850,,"$117,13",https://www.drogueriascolsubsidio.com/formula-infantil-nestogeno-comfort-etapa-1-7501058622471/p
Mamás y bebés,Fórmula Infantil Nan Supreme Etapa 2,$ 154.950,,"$193,69",https://www.drogueriascolsubsidio.com/formula-infantil-nan-supreme-etapa-2-8445291668201/p
