brand,category,discounted_price,image_url,invima,list_price,name,presentacion,product_id,pum,sku,stock,subcat1,subcat2,subcat3,subcat4,url
BIOPAS,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/156442/5060292653532.jpg?v=637108155591300000,2019M-0015814-R1,290600,Circadin 2 Mg Tableta De Liberación Prolonga,CAJA X 30 TAB,725,"Tableta a $9.686,67",725,10000,Formulados,,,,https://www.drogueriascolsubsidio.com/circadin-2-mg-tableta-de-liberacion-prolonga-5060292653532/p
NOVARTIS,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/160511/7896261006249.jpg?v=637109882949930000,2018M-0012750-R1,23600,Diovan 80 Mg Tableta Recubierta,CAJA X 28 TAB,5021,"Tableta a $842,86",5014,10000,Formulados,,,,https://www.drogueriascolsubsidio.com/diovan-80-mg-tableta-recubierta-7896261006249/p
JANSSEN,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/157976/7703145001255.jpg?v=637108457810700000,2008M-010678-R1,13950,Topamac 25 Mg Tableta,FRASCO X 28 TAB,2329,"Tableta a $498,21",2324,10000,Formulados,,,,https://www.drogueriascolsubsidio.com/topamac-25-mg-tableta-7703145001255/p
CHALVER,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/158782/7703889140098.jpg?v=637108472677330000,2020M-0003176-R2,126100,Inflabon 50 Mcg Solución Para Inhalacion,UNIDAD,3179,"Unidad a $126.100,00",3177,10000,Formulados,,,,https://www.drogueriascolsubsidio.com/inflabon-50-mcg-solucion-para-inhalacion-7703889140098/p
LA SANTE,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/164980/CJ-7703763060214.jpg?v=637244718951370000,2020M-010612-R3,72800,CAJA - Ampicilina 500mg Cápsula Dura La Santé,CAJA X 100 CAP,6985,"Capsula a $728,00",6986,10000,Formulados,,,,https://www.drogueriascolsubsidio.com/caja---ampicilina-500mg-capsula-dura-la-sante-cj-7703763060214-1/p
ZAMBON,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/161531/7703445120083.jpg?v=637117576201430000,2023M-0018623-R1,155050,Xadago 100 Mg Tableta Recubierta,CAJA X 10 TAB,2831,"Tableta a $15.505,00",2827,10000,Formulados,,,,https://www.drogueriascolsubsidio.com/xadago-100-mg-tableta-recubierta-7703445120083/p
LA SANTE,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/203336/7703763499632.jpg.jpg?v=638760242439670000,2022M-0020841,82100,Escitalopram 20mg Tableta Recubierta La Santé,CAJA X 30 TAB,13784,"Tableta a $2.736,67",13794,10000,Formulados,,,,https://www.drogueriascolsubsidio.com/escitalopram-20mg-tableta-recubierta-la-sante-7703763499632/p
GENFAR,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/204941/PREDNISOLONA 5MG CJX30TAB EAN 7702605107469.png.png?v=638799800082030000,2020M-0010432-R1,16900,Prednisolona 5 Mg Tableta Genfar,CAJA X 30 TAB,1942,"Tableta a $563,33",1938,10000,Formulados,,,,https://www.drogueriascolsubsidio.com/prednisolona-5-mg-tableta-genfar-7702605107469/p
TECNOQUIMICAS,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/211471/7702057075163.jpg?v=639123739410000000,2020M-006044-R3,6783,Prednisolona 5mg Tableta Tecnoquímicas,BLISTER X 10 TAB,6564,"Tableta a $678,33",6565,10000,Formulados,,,,https://www.drogueriascolsubsidio.com/prednisolona-5mg-tableta-tecnoquimicas-7702057075163/p
SANOFI AVENTIS,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/158251/7703202180183.jpg?v=637108462672270000,2015MBT-0016708,65250,Toujeo 300 Ui/Ml Solución Inyectable,UNIDAD,2615,"Unidad a $65.250,00",2612,10000,Formulados,,,,https://www.drogueriascolsubsidio.com/toujeo-300-uiml-solucion-inyectable-7703202180183/p
