brand,category,id_invima,image_url,old_price,presentation,price,product_name,product_url,subcategory1,subcategory2
ISDIN COLOMBIA,Belleza y Vitalidad,NSOC14571-22CO,https://colsubsidio.vtexassets.com/arquivos/ids/193732/8470001507983-1.jpg?v=638336775678830000,,TUBO X 10 ML,39.6,isdin reparador labial con acido hialuronico,https://www.drogueriascolsubsidio.com/isdin-reparador-labial-con-acido-hialuronico-8470001507983/p,Cosméticos,Labios
ISDIN COLOMBIA,Belleza y Vitalidad,NSOC94742-19CO,https://colsubsidio.vtexassets.com/arquivos/ids/177244/8429420137974.jpg?v=637763017917770000,,BARRA X 4 G,34.8,Isdin Protector Labial Spf50+,https://www.drogueriascolsubsidio.com/isdin-protector-labial-spf50-8429420268302/p,Cosméticos,Labios
PERCOS,Belleza y Vitalidad,NSOC76757-17CO,https://colsubsidio.vtexassets.com/arquivos/ids/155918/309971879159.jpg?v=637108150123730000,,"TUBO X 2,6G",24,Rv Kiss Balm Juicy Peach Spf20 Ref 01,https://www.drogueriascolsubsidio.com/rv-kiss-balm-juicy-peach-spf20-ref-01-309971879159/p,Cosméticos,Labios
PFIZER,Belleza y Vitalidad,NSOC96157-19CO,https://colsubsidio.vtexassets.com/arquivos/ids/184129/7702132004606_2_1200x1200px.jpg?v=638018085163970000,,TUBO X 4 G,19.7,Chapstick Med Hidrata Protege y Repara Labios 1und,https://www.drogueriascolsubsidio.com/chapstick-med-hidrata-protege-y-repara-labios-1und-7702132004606/p,Cosméticos,Labios
BEIERSDORF,Belleza y Vitalidad,NSOC54063-13CO,https://colsubsidio.vtexassets.com/arquivos/ids/194080/4005808377534_1.jpg?v=638342936021970000,,"TUBO X 4,7 G",21.55,Nivea Lip Care Cherry,https://www.drogueriascolsubsidio.com/nivea-lip-care-cherry-4005808377534/p,Cosméticos,Labios
PFIZER,Belleza y Vitalidad,NSOC44000-99CO,https://colsubsidio.vtexassets.com/arquivos/ids/184086/36600813719_1200x1200px.jpg?v=638018084990430000,,"TUBO X 4,2 G",18.75,Chapstick Cereza Protege Los Labios De La Resequedad 1und,https://www.drogueriascolsubsidio.com/chapstick-cereza-36600813719/p,Cosméticos,Labios
PERCOS,Belleza y Vitalidad,NSOC76757-17CO,https://colsubsidio.vtexassets.com/arquivos/ids/155920/309971879258.jpg?v=639072188787430000,,TUBO X 3G,24,Rv Kiss Balm Sweet Cherry Spf20 Ref 02,https://www.drogueriascolsubsidio.com/rv-kiss-balm-sweet-cherry-spf20-ref-02-309971879258/p,Cosméticos,Labios
PERCOS,Belleza y Vitalidad,NSOC76757-17CO,https://colsubsidio.vtexassets.com/arquivos/ids/155917/309971879104.jpg?v=637108150119030000,,"TUBO X 2,6G",24,Rv Kiss Tropical Cocon Spf20 Ref 010 Pe,https://www.drogueriascolsubsidio.com/rv-kiss-tropical-cocon-spf20-ref-010-pe-309971879104/p,Cosméticos,Labios
PERCOS,Belleza y Vitalidad,NSOC76757-17CO,https://colsubsidio.vtexassets.com/arquivos/ids/155921/309971879357.jpg?v=637108150137200000,,TUBO X 3G,24,Rv Kiss Balm Berry Bur Spf20 Ref 035 Pe,https://www.drogueriascolsubsidio.com/rv-kiss-balm-berry-bur-spf20-ref-035-pe-309971879357/p,Cosméticos,Labios
PERCOS,Belleza y Vitalidad,NSOC76757-17CO,https://colsubsidio.vtexassets.com/arquivos/ids/155919/309971879203.jpg?v=637108150127970000,,TUBO X 3G,24,Rv Kiss Balm Fresh Strawber Spf20 Ref02,https://www.drogueriascolsubsidio.com/rv-kiss-balm-fresh-strawber-spf20-ref02-309971879203/p,Cosméticos,Labios
ISDIN COLOMBIA,Belleza y Vitalidad,NSOC94741-19CO,https://colsubsidio.vtexassets.com/arquivos/ids/177248/8429420135444.jpg?v=637763023145400000,,BARRA X 4 G,34.8,Isdin Protector Labial Color Amarillento Sfp30,https://www.drogueriascolsubsidio.com/isdin-protector-labial-color-amarillento-sfp30-8429420268296/p,Cosméticos,Labios
PFIZER,Belleza y Vitalidad,NSOC44001-99CO,https://colsubsidio.vtexassets.com/arquivos/ids/184090/36600814617_1200x1200px.jpg?v=638018085002530000,,"TUBO X 4,2 G",18.75,Chapstick Menta Protege Los Labios De La Resequedad 1und,https://www.drogueriascolsubsidio.com/36600814617pfizercuidado-facialmedicamentoschapstick-menta-36600814617/p,Cosméticos,Labios
NOVADERMA,Belleza y Vitalidad,NSOC459351-05CO,https://colsubsidio.vtexassets.com/arquivos/ids/164155/7707206270086.jpg?v=637238460180830000,,FRASCO X 8 G,53.5,Prona Gel Para Uñas,https://www.drogueriascolsubsidio.com/prona-gel-para-unas-7707206270086/p,Cosméticos,Uñas
HARTUNG Y COMPAÑÍA,Belleza y Vitalidad,NSOC37612-10CO,https://colsubsidio.vtexassets.com/arquivos/ids/206503/7702215130123.jpg?v=638853347880630000,,UNIDAD X 55ML,10.8,Removedor Con Vitamina E x 55 Ml,https://www.drogueriascolsubsidio.com/removedor-con-vitamina-e-x-55-ml-7702215130123/p,Cosméticos,Uñas
PHARMADERM,Belleza y Vitalidad,NSOC92528-19CO,https://colsubsidio.vtexassets.com/arquivos/ids/210866/7707222420496-50.jpg?v=639059040690930000,,FRASCO X 10 ML,142.9,Durexnail Laca Ungueal,https://www.drogueriascolsubsidio.com/durexnail-laca-ungueal-7707222420496/p,Cosméticos,Uñas
HARTUNG Y COMPAÑÍA,Belleza y Vitalidad,NSOC37613-10CO,https://colsubsidio.vtexassets.com/arquivos/ids/183560/7702215130307.jpg?v=638015297245200000,,UNIDAD X 35ML,6.4,Removedor Tradicional x 35 Ml,https://www.drogueriascolsubsidio.com/removedor-tradicional-x-35-ml-7702215130307/p,Cosméticos,Uñas
LOREAL,Belleza y Vitalidad,NSOC74777-16CO,https://colsubsidio.vtexassets.com/arquivos/ids/167415/7509552845068.jpg?v=637322480206570000,,UNIDAD X 14 ML,8.95,Esmalte Vogue Efecto Gel Autentica,https://www.drogueriascolsubsidio.com/esmalte-vogue-efecto-gel-autentica-7509552845068/p,Cosméticos,Uñas
LOREAL,Belleza y Vitalidad,NSOC85242-18CO,https://colsubsidio.vtexassets.com/arquivos/ids/167364/7509552830316.jpg?v=637322479738070000,,UNIDAD X 14 ML,9.95,Base Brillo Vogue Efecto Total 6,https://www.drogueriascolsubsidio.com/base-brillo-vogue-efecto-total-6-7509552830316/p,Cosméticos,Uñas
VOGUE,Belleza y Vitalidad,NSOC74776-16CO,https://colsubsidio.vtexassets.com/arquivos/ids/192099/7509552887563.jpg?v=638311075420800000,,UNIDAD X 14ML,8.95,V ESMALTE EFECTO GEL SUTILEZA 14ML,https://www.drogueriascolsubsidio.com/v-esmalte-efecto-gel-sutileza-14ml-7509552887563/p,Cosméticos,Uñas
VOGUE,Belleza y Vitalidad,NSOC74776-16CO,https://colsubsidio.vtexassets.com/arquivos/ids/192262/7702433330749.jpg?v=638311078322570000,,UNIDAD X 14ML,8.95,V ESMALTE EFECTO GEL SECRETO 14ML,https://www.drogueriascolsubsidio.com/v-esmalte-efecto-gel-secreto-14ml-7702433330749/p,Cosméticos,Uñas
HARTUNG Y COMPAÑÍA,Belleza y Vitalidad,NSOC37842-10CO,https://colsubsidio.vtexassets.com/arquivos/ids/183561/7702215130314.jpg?v=638015297253730000,,UNIDAD X 35ML,6.9,Removedor Endur Con Prot x 35 Ml,https://www.drogueriascolsubsidio.com/removedor-endur-con-prot-x-35-ml-7702215130314/p,Cosméticos,Uñas
LOREAL,Belleza y Vitalidad,NSOC74776-16CO,https://colsubsidio.vtexassets.com/arquivos/ids/167419/7509552845112.jpg?v=637322480237400000,,UNIDAD X 14 ML,8.95,Esmalte Vogue Efecto Gel Claridad,https://www.drogueriascolsubsidio.com/esmalte-vogue-efecto-gel-claridad-7509552845112/p,Cosméticos,Uñas
LOREAL,Belleza y Vitalidad,NSOC74777-16CO,https://colsubsidio.vtexassets.com/arquivos/ids/167418/7509552845105.jpg?v=637322480228300000,,UNIDAD X 14 ML,8.95,Esmalte Vogue Efecto Gel Suspicaz,https://www.drogueriascolsubsidio.com/esmalte-vogue-efecto-gel-suspicaz-7509552845105/p,Cosméticos,Uñas
HARTUNG Y COMPAÑÍA,Belleza y Vitalidad,NSOC68548-15CO,https://colsubsidio.vtexassets.com/arquivos/ids/183566/7702215304876.jpg?v=638015297292830000,,UNIDAD X 7ML,4.15,Esmalte Cremoso 016 x 7 Ml,https://www.drogueriascolsubsidio.com/esmalte-cremoso-016-x-7-ml-7702215304876/p,Cosméticos,Uñas
GAMA COLOMBIA LTDA,Belleza y Vitalidad,,https://colsubsidio.vtexassets.com/arquivos/ids/203484/CEPILLO-NEW-TURBO.jpg.jpg?v=638767804893830000,,UNIDAD,218,NEW TURBO PLUS 2300 Gama,https://www.drogueriascolsubsidio.com/new-turbo-plus-2300-8023277151376/p,Cosméticos,Electrobelleza
REVLON,Belleza y Vitalidad,,https://colsubsidio.vtexassets.com/arquivos/ids/192133/761318010814.jpg?v=638311075799200000,,UNIDAD,121.75,REVLON RIZAD DE CERÁM PERF HEAT 1 1/4,https://www.drogueriascolsubsidio.com/revlon-rizad-de-ceram-perf-heat-1-14-761318010814/p,Cosméticos,Electrobelleza
GAMA COLOMBIA LTDA,Belleza y Vitalidad,,https://colsubsidio.vtexassets.com/arquivos/ids/203488/CEPILLO-GLAMOUR-PINK.jpg.jpg?v=638767805631430000,,UNIDAD,183.35,Cepillo Glamour Pink Gama Gama,https://www.drogueriascolsubsidio.com/f-cepillo-de-cabel-gama-pink-brush-3d-13-8023277149656/p,Cosméticos,Electrobelleza
GAMA COLOMBIA LTDA,Belleza y Vitalidad,,https://colsubsidio.vtexassets.com/arquivos/ids/203473/Cepillo Secador Keration.jpg.jpg?v=638767796088670000,,UNIDAD,217.4,Cepillo Secador Keration Gama,https://www.drogueriascolsubsidio.com/cepillo-secador-keration-8023277149625/p,Cosméticos,Electrobelleza
TDG TECHNOLOGIES SAS,Belleza y Vitalidad,,https://colsubsidio.vtexassets.com/arquivos/ids/192013/4211125606220.jpg?v=638311074617570000,,UNIDAD,683.2,DISPOSITIVO FACIAL ANTIEDAD BEURER FC 90,https://www.drogueriascolsubsidio.com/dispositivo-facial-antiedad-beurer-fc-90-4211125606220/p,Cosméticos,Electrobelleza
TDG TECHNOLOGIES SAS,Belleza y Vitalidad,,https://colsubsidio.vtexassets.com/arquivos/ids/192008/4211125580070.jpg?v=638311074582070000,,UNIDAD,288.3,AFEITADORA INHALAMBRICA BEURER HR 7000,https://www.drogueriascolsubsidio.com/afeitadora-inhalambrica-beurer-hr-7000-4211125580070/p,Cosméticos,Electrobelleza
GAMA COLOMBIA LTDA,Belleza y Vitalidad,,https://colsubsidio.vtexassets.com/arquivos/ids/203480/CP14-GOLD--4-.jpg.jpg?v=638767800285870000,,UNIDAD,225.6,Plancha Cp14 Gold Gama,https://www.drogueriascolsubsidio.com/plancha-cp14-gold-8023277149526/p,Cosméticos,Electrobelleza
GAMA COLOMBIA LTDA,Belleza y Vitalidad,,https://colsubsidio.vtexassets.com/arquivos/ids/192430/8023277146471.jpg?v=638700625192300000,,UNIDAD,178.05,AFEITADORA BARBER STYLE,https://www.drogueriascolsubsidio.com/afeitadora-barber-style-8023277146471/p,Cosméticos,Electrobelleza
GAMA COLOMBIA LTDA,Belleza y Vitalidad,,https://colsubsidio.vtexassets.com/arquivos/ids/197419/8023277155558.jpg?v=638538022422530000,,UNIDAD,172.4,Recortadora G-Blade,https://www.drogueriascolsubsidio.com/recortadora-g-blade-8023277155558/p,Cosméticos,Electrobelleza
REVLON,Belleza y Vitalidad,,https://colsubsidio.vtexassets.com/arquivos/ids/192135/761318152941.jpg?v=638311075813370000,,UNIDAD,162.4,REVLON SECADOR CABELLO IONICO  1875W,https://www.drogueriascolsubsidio.com/revlon-secador-cabello-ionico-1875w-761318152941/p,Cosméticos,Electrobelleza
UNILEVER,Belleza y Vitalidad,NSOC22957-23CO,https://colsubsidio.vtexassets.com/arquivos/ids/201741/8411061058183_1.jpg?v=638690237656430000,,FCO X 80 ML,125.95,Perfume Mujer Shakira Rojo EDP 80 Ml,https://www.drogueriascolsubsidio.com/perfume-mujer-shakira-rojo-edp-80-ml-8411061058183/p,Cosméticos,Accesorios
PUIG COLOMBIA SAS,Belleza y Vitalidad,NSOC02816-20CO,https://colsubsidio.vtexassets.com/arquivos/ids/202084/8411061971925.jpg.jpg?v=638700483609230000,,FCO X 50 ML,101.4,Perfume Hombre Banderas The Icon EDT 50 Ml,https://www.drogueriascolsubsidio.com/perfume-hombre-banderas-the-icon-edt-50-ml-8411061971925/p,Cosméticos,Accesorios
PUIG COLOMBIA SAS,Belleza y Vitalidad,NSOC02990-20CO,https://colsubsidio.vtexassets.com/arquivos/ids/201907/8433982018749_1.jpg?v=638690238088470000,,FCO X 80 ML,151.95,Perfume Mujer Benetton Sisterland Red Rose EDT 80 Ml,https://www.drogueriascolsubsidio.com/perfume-mujer-benetton-sisterland-red-rose-edt-80-ml-8433982018749/p,Cosméticos,Accesorios
BELLEZA EXPRESS,Belleza y Vitalidad,,https://colsubsidio.vtexassets.com/arquivos/ids/183586/7702277080343.jpg?v=638015297461100000,,UNIDAD,7.8,Lima Curva Freestyle Ref E09,https://www.drogueriascolsubsidio.com/lima-curva-freestyle-ref-e09-7702277080343/p,Cosméticos,Accesorios
UNILEVER,Belleza y Vitalidad,NSOC27328-23CO,https://colsubsidio.vtexassets.com/arquivos/ids/201801/8411061083970_1.jpg?v=638690237810870000,,FCO X 100 ML,168.95,Perfume Hombre Banderas The Icon Attitude EDP 100 Ml,https://www.drogueriascolsubsidio.com/perfume-hombre-banderas-the-icon-attitude-edp-100-ml-8411061083970/p,Cosméticos,Accesorios
UNILEVER,Belleza y Vitalidad,NSOC25438-23CO,https://colsubsidio.vtexassets.com/arquivos/ids/201806/8411061084922_1.jpg?v=638690237823200000,,FCO X 100 ML,168.95,Perfume Mujer Banderas The Icon Splendid EDP For Women 100 Ml,https://www.drogueriascolsubsidio.com/perfume-mujer-banderas-the-icon-splendid-edp-for-women-100-ml-8411061084922/p,Cosméticos,Accesorios
GAMA COLOMBIA LTDA,Belleza y Vitalidad,,https://colsubsidio.vtexassets.com/arquivos/ids/203516/d--1-.jpg.jpg?v=638769872282630000,,UNIDAD,229.9,Combo Plancha Led Titan + Rizador Starlight Gama,https://www.drogueriascolsubsidio.com/combo-plancha-led-titan--rizador-starlight-gama-8023277157712/p,Cosméticos,Accesorios
PUIG COLOMBIA SAS,Belleza y Vitalidad,NSOC02988-20CO,https://colsubsidio.vtexassets.com/arquivos/ids/201914/8433982018756_1.jpg?v=638690238108500000,,FCO X 80 ML,151.95,Perfume Mujer Benetton Sisterland Pink Raspberry EDT 80 Ml,https://www.drogueriascolsubsidio.com/perfume-mujer-benetton-sisterland-pink-raspberry-edt-80-ml-8433982018756/p,Cosméticos,Accesorios
BSN MEDICAL,Belleza y Vitalidad,2019DM-0003826-R1,https://colsubsidio.vtexassets.com/arquivos/ids/199177/7707066048856_1.jpg?v=638634963177570000,,UNIDAD,73,Manga Linfedema Beige Ref10104885 T-L 30-40mmhg,https://www.drogueriascolsubsidio.com/manga-linfedema-beige-ref10104885-t-l-30-40mmhg-7707066048856/p,Cosméticos,Oncoestética
BSN MEDICAL,Belleza y Vitalidad,2019DM-0003826-R1,https://colsubsidio.vtexassets.com/arquivos/ids/199170/7707066048832_1.jpg?v=638634963155070000,,UNIDAD,73,Manga Linfedema Beige Ref10104883 T-M 30-40mmhg,https://www.drogueriascolsubsidio.com/manga-linfedema-beige-ref10104883-t-m-30-40mmhg-7707066048832/p,Cosméticos,Oncoestética
COSMETICA VILLAROSAS SAS,Belleza y Vitalidad,NSOC79373-17CO,https://colsubsidio.vtexassets.com/arquivos/ids/168793/3700756617114.jpg?v=637355093224170000,,UNIDAD,113.7,Refill Fluid Foundation 711 Light Sand,https://www.drogueriascolsubsidio.com/refill-fluid-foundation-711-light-sand-3700756617114/p,Cosméticos,Oncoestética
COSMETICA VILLAROSAS SAS,Belleza y Vitalidad,NSOC79373-17CO,https://colsubsidio.vtexassets.com/arquivos/ids/168792/3700756617015.jpg?v=637355093210730000,,UNIDAD,113.7,Refill Fluid Foundation 701 Ivory,https://www.drogueriascolsubsidio.com/refill-fluid-foundation-701-ivory-3700756617015/p,Cosméticos,Oncoestética
AM GLOBAL SAS,Belleza y Vitalidad,NSOC54354-13CO,https://colsubsidio.vtexassets.com/arquivos/ids/172144/7709990568615.jpg?v=637514241906070000,,FRASCO X 300 ML,51.5,Kerlans Shampoo Anticaida Nutricion Intensiva,https://www.drogueriascolsubsidio.com/kerlans-shampoo-anticaida-nutricion-intensiva-7709990568615/p,Cosméticos,Oncoestética
COSMETICA VILLAROSAS SAS,Belleza y Vitalidad,NSOC21565-18EC,https://colsubsidio.vtexassets.com/arquivos/ids/169285/3700756610863.jpg?v=637355305868370000,,UNIDAD,63.1,Refill Mascara Volume & Sheathing 086 Co,https://www.drogueriascolsubsidio.com/refill-mascara-volume--sheathing-086-co-3700756610863/p,Cosméticos,Oncoestética
COSMETICA VILLAROSAS SAS,Belleza y Vitalidad,NSOC79373-17CO,https://colsubsidio.vtexassets.com/arquivos/ids/168795/3700756617145.jpg?v=637355093246400000,,UNIDAD,113.7,Refill Fluid Foundation 714 Natural Beig,https://www.drogueriascolsubsidio.com/refill-fluid-foundation-714-natural-beig-3700756617145/p,Cosméticos,Oncoestética
COSMETICA VILLAROSAS SAS,Belleza y Vitalidad,NSOC79374-17CO,https://colsubsidio.vtexassets.com/arquivos/ids/168787/3700756614915.jpg?v=637355093162700000,,UNIDAD,55.35,Refill Concealer 491 Ivory,https://www.drogueriascolsubsidio.com/refill-concealer-491-ivory-3700756614915/p,Cosméticos,Oncoestética
BSN MEDICAL,Belleza y Vitalidad,2019DM-0003826-R1,https://colsubsidio.vtexassets.com/arquivos/ids/199184/7707066048863_1.jpg?v=638634963201300000,,UNIDAD,73,Manga Beige Ref10104886 T-Xl 30-40mmhg,https://www.drogueriascolsubsidio.com/manga-beige-ref10104886-t-xl-30-40mmhg-7707066048863/p,Cosméticos,Oncoestética
COSMETICA VILLAROSAS SAS,Belleza y Vitalidad,NSOC79373-17CO,https://colsubsidio.vtexassets.com/arquivos/ids/168794/3700756617138.jpg?v=637355093236070000,,UNIDAD,113.7,Refill Fluid Foundation 713 Fair Beige,https://www.drogueriascolsubsidio.com/refill-fluid-foundation-713-fair-beige-3700756617138/p,Cosméticos,Oncoestética
COSMETICA VILLAROSAS SAS,Belleza y Vitalidad,NSOC79438-17CO,https://colsubsidio.vtexassets.com/arquivos/ids/169271/3700756604640.jpg?v=637355305719000000,,UNIDAD,82.6,Bamboo Matt Lipstick 464 Red Orange,https://www.drogueriascolsubsidio.com/bamboo-matt-lipstick-464-red-orange-3700756604640/p,Cosméticos,Oncoestética
COSMETICA VILLAROSAS SAS,Belleza y Vitalidad,NSOC79438-17CO,https://colsubsidio.vtexassets.com/arquivos/ids/169273/3700756604695.jpg?v=637355305743870000,,UNIDAD,82.6,Bamboo Matt Lipstick 469 Nude Rose,https://www.drogueriascolsubsidio.com/bamboo-matt-lipstick-469-nude-rose-3700756604695/p,Cosméticos,Oncoestética
IPCA LABORATORIES,Medicamentos,2020M-0008212-R1,https://colsubsidio.vtexassets.com/arquivos/ids/169141/8901079006103.jpg?v=637355098172370000,173.75,CAJA X 30 TAB,62.55,Hcqs 200mg Tableta Recubierta,https://www.drogueriascolsubsidio.com/hcqs-200mg-tableta-recubierta-8901079006103/p,Formulados,N/A
MERCK,Medicamentos,2009M-0009354,https://colsubsidio.vtexassets.com/arquivos/ids/209567/7702418006430.jpg?v=638966586906430000,120.6,FRASCO X 30 CAP,96.48,Anemidox Cápsula,https://www.drogueriascolsubsidio.com/anemidox-capsula-7500435248730/p,Formulados,N/A
MERCK,Medicamentos,2023M-0012878-R2,https://colsubsidio.vtexassets.com/arquivos/ids/165704/7501298220185.jpg?v=637274173133270000,122.35,CAJA X 3 UN,97.88,Neurobion Dc 10.000 Solución Inyectable,https://www.drogueriascolsubsidio.com/neurobion-dc-10000-solucion-inyectable-7501298220185/p,Formulados,N/A
MEGALABS COLOMBIA,Medicamentos,2020M-0013298-R1,https://colsubsidio.vtexassets.com/arquivos/ids/201033/7703281000853.jpg?v=638666750444830000,,TUBO X 30 G,101.6,Rozelaic 15% Gel,https://www.drogueriascolsubsidio.com/rozelaic-15-gel-7703281000853/p,Formulados,N/A
PHARMALAB,Medicamentos,2017M-0012523-R1,https://colsubsidio.vtexassets.com/arquivos/ids/193291/7707293750171.jpg?v=638331576266770000,65.25,UNIDAD,52.2,Metoject 15 Mg/0.3 Ml Solución Inyectable,https://www.drogueriascolsubsidio.com/metoject-15-mg03-ml-solucion-inyectable-7707293750171/p,Formulados,N/A
NOVARTIS,Medicamentos,2023M-0012151-R2,https://colsubsidio.vtexassets.com/arquivos/ids/161485/7702635566915.jpg?v=637117575321570000,41.55,CAJA X 28 TAB,33.24,Escitalopram 10 Mg Tableta Recubierta,https://www.drogueriascolsubsidio.com/escitalopram-10-mg-tableta-recubierta-7702635566915/p,Formulados,N/A
GENFAR,Medicamentos,2021M-0020245,https://colsubsidio.vtexassets.com/arquivos/ids/204927/MINOXIDIL 5- FORTE SHN FCOX60ML EAN 7705959885793.png.png?v=638799749718270000,59.2,FRASCO X 60 ML,41.44,Minoxidil 5% Forte Solución Tópica,https://www.drogueriascolsubsidio.com/minoxidil-5-forte-solucion-topica-7705959885793/p,Formulados,N/A
NOVARTIS,Medicamentos,2010M-0010504,https://colsubsidio.vtexassets.com/arquivos/ids/193299/7702635683605.jpg?v=638331581232830000,58.4,CAJA X 30 TAB,46.72,Atorvastatina 40mg Tableta Recubierta Novartis,https://www.drogueriascolsubsidio.com/atorvastatina-40mg-tableta-recubierta-novartis-7702635683605/p,Formulados,N/A
ABBVIE,Medicamentos,2023M-0018007-R1,https://colsubsidio.vtexassets.com/arquivos/ids/211150/7730979097758TAMSULONDUO.jpg?v=639088432503600000,77.65,CAJA X 30 CAP,54.355,Tamsulon Duo 0.5 Mg/0.4 Mg Cápsula Dura,https://www.drogueriascolsubsidio.com/tamsulon-duo-05-mg04-mg-capsula-dura-7730979097758/p,Formulados,N/A
GALDERMA,Medicamentos,2019M-0009335-R1,https://colsubsidio.vtexassets.com/arquivos/ids/208551/3499320003087--3-.jpg?v=638962261171530000,,TUBO X 30 G,165.2,Epiduo Gel Tópico,https://www.drogueriascolsubsidio.com/epiduo-gel-topico-3499320003087/p,Formulados,N/A
GENFAR,Medicamentos,2021M-0012060-R2,https://colsubsidio.vtexassets.com/arquivos/ids/164732/7702605109173.jpg?v=637244715813470000,81.133,Blister X 7 TAB,64.906,Valaciclovir 1g Tableta Recubierta Genfar,https://www.drogueriascolsubsidio.com/valaciclovir-1g-tableta-recubierta-genfar-7702605109173/p,Formulados,N/A
GENFAR,Medicamentos,2020M-014955-R3,https://colsubsidio.vtexassets.com/arquivos/ids/164489/7702605101511.jpg?v=637244282167470000,4.51,BLISTER X 10 TAB,3.833,Ibuprofeno 800mg Tableta Recubierta Genfar,https://www.drogueriascolsubsidio.com/ibuprofeno-800mg-tableta-recubierta-genfar-7702605101511/p,Formulados,N/A
BLOFARMA,Medicamentos,NSOC16915-22CO,https://colsubsidio.vtexassets.com/arquivos/ids/159679/7707231002270.jpg?v=637109838062300000,14,POTE X 460 G,11.2,Vaselina Pura Usp,https://www.drogueriascolsubsidio.com/vaselina-pura-usp-7707231002270/p,Medicamentos Venta Libre,Droga Blanca
ARQUIFARMA,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/170611/7707333770374.jpg?v=637407017899230000,6.85,BOLSA X 400 G,5.48,Sal De Epsom,https://www.drogueriascolsubsidio.com/sal-de-epsom-7707333770374/p,Medicamentos Venta Libre,Droga Blanca
BLOFARMA,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/159686/7707231002546.jpg?v=637109838100170000,2.35,FRASCO X 22 ML,1.88,Aceite De Ricino,https://www.drogueriascolsubsidio.com/aceite-de-ricino-7707231002546/p,Medicamentos Venta Libre,Droga Blanca
LABORATORIOS ATHOS SAS,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/199632/7705471600539.jpg?v=638646032857870000,3.65,FRASCO X 30 ML,2.92,Glicerina Carbonatada Athos,https://www.drogueriascolsubsidio.com/glicerina-carbonatada-athos-7705471600539/p,Medicamentos Venta Libre,Droga Blanca
BLOFARMA,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/159696/7707231003093.jpg?v=637109838176330000,4.65,FRASCO X 120 ML,3.72,Aceite Mineral,https://www.drogueriascolsubsidio.com/aceite-mineral-7707231003093/p,Medicamentos Venta Libre,Droga Blanca
PRODUCTOS DROGAM SAS,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/175263/7707274911126.jpg?v=637638481345870000,3.05,BOLSA X 250 G,2.44,Bolsa De Sal Marina,https://www.drogueriascolsubsidio.com/bolsa-de--sal-marina-7707274911126/p,Medicamentos Venta Libre,Droga Blanca
BLOFARMA,Medicamentos,NSOC16915-22CO,https://colsubsidio.vtexassets.com/arquivos/ids/159687/7707231002829.jpg?v=637109838118000000,3.7,CAJA X 50 G,2.96,Vaselina Pura Usp,https://www.drogueriascolsubsidio.com/vaselina-pura-usp-7707231002829/p,Medicamentos Venta Libre,Droga Blanca
APROQUIM,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/158993/7706183391074.jpg?v=637108476169900000,22.5,FRASCO X 460 G,18,Vaselina Pura,https://www.drogueriascolsubsidio.com/vaselina-pura-7706183391074/p,Medicamentos Venta Libre,Droga Blanca
LABORATORIOS ATHOS SAS,Medicamentos,NSOC22254-23CO,https://colsubsidio.vtexassets.com/arquivos/ids/199604/7705471100022.jpg?v=638645953226630000,20,FRASCO X 500 ML,16,Aceite De Almendras Athos,https://www.drogueriascolsubsidio.com/aceite-de-almendras-athos-7705471100022/p,Medicamentos Venta Libre,Droga Blanca
PRODUCTOS DROGAM SAS,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/180100/7707274910778.jpg?v=637908109850570000,2.9,CAJA X 25G,2.32,Piedra Alumbre Cjx25g,https://www.drogueriascolsubsidio.com/piedra-alumbre-cjx25g-7707274910778/p,Medicamentos Venta Libre,Droga Blanca
ARQUIFARMA,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/206161/GLICERINA x 450 ml-7707333770480.jpg?v=638840624917270000,19.8,FRASCO X 450 ML,15.84,Glicerina Pura,https://www.drogueriascolsubsidio.com/glicerina-pura-7707333770480/p,Medicamentos Venta Libre,Droga Blanca
ARQUIFARMA,Medicamentos,,https://colsubsidio.vtexassets.com/arquivos/ids/206166/VASELINA X 460 ml- 7707333770404.jpg?v=638840627486800000,21.5,POTE X 460 G,17.2,Vaselina Pura,https://www.drogueriascolsubsidio.com/vaselina-pura-7707333770404/p,Medicamentos Venta Libre,Droga Blanca
ISDIN COLOMBIA,Belleza y Vitalidad,NSOC98960-20CO,https://colsubsidio.vtexassets.com/arquivos/ids/177209/8470001915528.jpg?v=637758834848970000,,"FRASCO X 2,5 ML",110.15,Laca Fortalecedora Isdin Si-Nails Varnish,https://www.drogueriascolsubsidio.com/laca-fortalecedora-isdin-si-nails-varnish-8470001915528/p,Cosméticos,Rostro
HEEL COLOMBIA,Belleza y Vitalidad,NSOC02548-20CO,https://colsubsidio.vtexassets.com/arquivos/ids/207634/7707336727283_1.jpg?v=638923546629100000,,FRASCO X 200 ML,119.1,Atopeel Body Crema Corporal Emoliente Heel,https://www.drogueriascolsubsidio.com/atopeel-body-crema-corporal-emoliente-heel-7707336727283/p,Cosméticos,Rostro
